"sales_review","positive","negative","net_tone","Buyer","Seller","Date","rating","price_USD","review_text","meta_category"
761,3,0,3,"marinelayer27","Calibuds","5/21/2017",5,433,"10/5...Best Vendor!","Weed"
762,3,0,3,"TheFungalHigher","Calibuds","4/12/2017",4.17,1145,"Perfect! As Always!","Weed"
763,3,0,3,"Calico1648","Calibuds","5/7/2017",5,900,"Good as always","Weed"
764,3,0,3,"Calico1648","Calibuds","4/12/2017",5,1152,"Excellent as usual :)","Weed"
765,3,0,3,"Calico1648","Calibuds","4/17/2017",5,1165,"Good as always","Weed"
766,6,0,6,"TheFungalHigher","Calibuds","4/7/2017",4.17,1171,"Perfect Super Fast!!","Weed"
767,3,0,3,"lilplumdrop","Calibuds","4/26/2017",4.17,1109,"Perfect as usual!","Weed"
768,0,0,0,"garywinthorpe69","Calibuds","6/23/2017",5,598,"Fast shipping. Well packaged. ","Weed"
769,2,0,2,"JBWeld","Calibuds","5/4/2017",5,931,"Top notch as always. ","Weed"
770,2,0,2,"JBWeld","Calibuds","4/24/2017",4.17,1129,"Top notch vendor","Weed"
771,3,0,3,"ImMovinOut","Calibuds","5/23/2017",5,657,"Good as always","Weed"
772,3,0,3,"ImMovinOut","Calibuds","4/29/2017",4.17,1054,"Good as always","Weed"
773,0,0,0,"BeNotAfraid1992","Calibuds","4/15/2017",4.17,1178,"Fast Shipping, Quality Product, Stealth packacking.","Weed"
774,4,0,4,"anon010010","Calibuds","6/21/2017",5,321,"awesome vendor","Weed"
775,5,0,5,"GroundZero","Calibuds","3/4/2017",5,1105,"Great Vendor, Thank You.","Weed"
776,6,0,6,"GroundZero","Calibuds","2/17/2017",5,1322,"FE early for a top Vendor, top notch quality. Thank you!!","Weed"
777,0,-2,-2,"efraingonzalez","cbdqueen","10/2/2017",0,76,"Never showed up, vendor silent, was asked to FE an escrow order. this was my first order, disappointed.","Weed"
778,0,-8,-8,"vaporesso","cbdqueen","9/28/2017",-5,81,"placed order then seller changed all listings to FE only, wouldn't send product until I'd released funds then never sent it anyway. guy's either a fraud or just inept as fuck, stay away","Weed"
779,0,0,0,"JustHy","cbdqueen","9/28/2017",-5,132,"Never received my order!","Meth"
780,0,0,0,"dogmax4534","cbdqueen","10/5/2017",-5,129,"Nothing received after 14 days uk to uk. Will update if received.","Meth"
781,0,0,0,"jason51","cbdqueen","9/29/2017",-5,138,"2 weeks nothing arrived and they wont talk im opening a ticket for a refund","Meth"
782,0,-1,-1,"adoser","cbdqueen","9/29/2017",-5,333,"No recieved","Meth"
783,3,0,3,"Dangermouse","cbdqueen","10/3/2017",5,131,"FE arrived after about 6 days. All good otherwise","Meth"
784,0,-2,-2,"bobik","cbdqueen","10/9/2017",-5,93,"scam","LSD"
785,0,-1,-1,"psychonaut365","cbdqueen","10/8/2017",-5,325,"24 days no package","LSD"
786,0,-1,-1,"gambitgareth","cbdqueen","9/29/2017",-5,136,"no communication and nothing received after 3 and half weeks. Will update when the vendor responds, refunds me or sends me my orders.","LSD"
787,0,-1,-1,"oppobakes","cbdqueen","10/3/2017",-5,133,"no communication, not recomended","Xanax"
788,0,-7,-7,"30928","cbdqueen","10/5/2017",-5,135,"I was advised to FE to recieve my order and since doing so have had zero contact from seller. I don't know if this is scam, a bad seller and a misunderstanding. 0/5. ","Xanax"
789,0,-2,-2,"NGMC90","cbdqueen","10/5/2017",-5,131,"No item - No communication - DO NOT BUY FROM","Xanax"
790,0,-1,-1,"gambitgareth","cbdqueen","9/29/2017",-5,136,"no communication and nothing received after 3 and half weeks. Will update when the vendor responds, refunds me or sends me my orders.","Xanax"
791,3,0,3,"xJhnki897S%h","CharlieUKontor","5/14/2017",5,906,"Quick and good quality","Weed"
792,3,0,3,"shungokusatsu","CharlieUKontor","10/23/2017",5,40,"Very nice, will be back!","Weed"
793,2,0,2,"divp","CharlieUKontor","11/25/2017",4,29,"could be stronger","Weed"
794,3,0,3,"ishkebabuk","CharlieUKontor","6/23/2017",5,85,"Arrived safely thank you","Weed"
795,9,0,9,"JamieMac","CharlieUKontor","12/11/2017",5,16,"5+++ Great seller very good communication and fast shipment will be buying more also do recomend packing was done extremely professionally very impressed","Weed"
796,0,0,0,"Restless93","CharlieUKontor","4/29/2017",5,349,"Very quick!","Weed"
797,2,0,2,"nbc1607","CharlieUKontor","5/19/2017",5,124,"thank you ","Weed"
798,3,0,3,"Helixfuzzy","CharlieUKontor","10/18/2017",5,44,"Great!","Weed"
799,6,0,6,"nipper21","CharlieUKontor","10/20/2017",3,42,"Nice smooth smoke and good delivery. ","Weed"
800,7,0,7,"Somersby","CharlieUKontor","10/16/2017",5,42,"Good vendor, service and bud. Definitely recommeneded. Cheers man, much appreciated.","Weed"
801,3,0,3,"Puggs","CharlieUKontor","12/4/2017",5,21,"Order arrived today, very nice :) ","Weed"
802,3,0,3,"pastie365","CharlieUKontor","5/23/2017",5,105,"excellent","Weed"
803,4,0,4,"pityorganic2","CharlieUKontor","1/1/2018",5,18,"fantastic","Weed"
804,3,0,3,"timnot92","CharlieUKontor","4/29/2017",5,176,"Great - Quick and as described","Weed"
805,3,0,3,"pastie365","CharlieUKontor","6/13/2017",5,298,"excellent","Weed"
806,3,-2,1,"AndrukVertinghen","CharlieUKontor","11/17/2017",5,31,"First time buying online, was a bit skeptical but was perfect, will be ordering again","Weed"
807,2,0,2,"WildBill25","CharlieUKontor","11/14/2017",5,36,"Fast delivery. 5* vendor & product. Cheers","Weed"
808,3,0,3,"hafmann","CharlieUKontor","1/21/2018",5,27,"Quick delivery, Smells great can't wait to give it a smoke! Odourless packaging, very discreet","Weed"
809,3,0,3,"pityorganic2","CharlieUKontor","12/4/2017",5,21,"Excellent","Weed"
810,3,0,3,"hafmann","CharlieUKontor","1/21/2018",5,23,"Quick delivery, Smells great can't wait to give it a smoke! Odourless packaging, very discreet","Weed"
811,3,0,3,"handy654","CharlieUKontor","6/20/2017",5,84,"Fast delivery good stuff","Weed"
812,3,-5,-2,"AOXsilk","CharlieUKontor","9/24/2017",5,64,"First time buying here and i'm happy with the product. No bullshit and very simple.","Weed"
813,2,0,2,"musmusdomesticus","CharlieUKontor","6/25/2017",5,303,"Top notch","Weed"
814,5,0,5,"argon89","CharlieUKontor","11/22/2017",5,29,"Good stuff! Fast Delivery. Thanks.","Weed"
815,3,0,3,"lydiansharp5","CharlieUKontor","4/12/2017",4.17,1445,"Fast delivery. Good quality product","Weed"
816,3,0,3,"elseo","CharlieUKontor","11/24/2017",5,56,"Perfect tx a lot ","Weed"
817,3,0,3,"Freakcentral74","CharlieUKontor","10/18/2017",5,153,"Speedy delivery, Great Product.","Weed"
818,3,0,3,"funkymunkey","CharlieUKontor","10/26/2017",4,42,"average quality product. Over weight and good packaging.","Weed"
819,3,0,3,"bbob27","CharlieUKontor","5/30/2017",5,104,"good quality","Weed"
820,3,0,3,"Demheaver","CharlieUKontor","11/21/2017",5,17,"Good stuff ! 3days to france ","Cocaine"
821,3,0,3,"Jamesmakaveli","CharlieUKontor","5/27/2017",5,152,"Was as good as he said","Cocaine"
822,8,0,8,"odea","CharlieUKontor","6/13/2017",5,378,"Superb quality, great service.","Cocaine"
823,3,0,3,"Brazill","CharlieUKontor","1/19/2018",5,33,"nice one","Cocaine"
824,3,0,3,"Duid17","CharlieUKontor","5/22/2017",5,470,"Good gear","Cocaine"
825,3,0,3,"messedup2","CharlieUKontor","12/8/2017",5,269,"best product on here","Cocaine"
826,3,0,3,"nbc1607","CharlieUKontor","6/13/2017",5,374,"great seller ","Cocaine"
827,0,-1,-1,"Banks7777","CharlieUKontor","10/7/2017",5,241,"Quick, no hassle. Will use again.","Cocaine"
828,2,0,2,"flex1","CharlieUKontor","5/29/2017",5,59,"Top Grub.....!","Cocaine"
829,1,-3,-2,"socagirl","CharlieUKontor","1/12/2018",5,47,"Got package from UK to US in 15 days so not bad. Came in rock in envelope. Wish there was more stealth. ","Cocaine"
830,3,0,3,"menas97","CharlieUKontor","4/26/2017",5,828,"Perfect","Cocaine"
831,3,0,3,"G335Xr0n3pony","CharlieUKontor","10/13/2017",5,832,"Great quality, will buy again.","Cocaine"
832,3,0,3,"galwaybreezer","CharlieUKontor","1/25/2018",5,198,"Super stuff!!!","Cocaine"
833,3,0,3,"galwaybreezer","CharlieUKontor","12/17/2017",5,241,"Nice!","Cocaine"
834,3,0,3,"galwaybreezer","CharlieUKontor","12/6/2017",5,136,"Nice!","Cocaine"
835,11,0,11,"gamma49","CharlieUKontor","4/24/2017",5,833,"fast delivery! really good and strong - however for me price/quality 4/5. stealth 3/5 - if I will want great quality, will order again! thanks..","Cocaine"
836,5,0,5,"WildBill25","CharlieUKontor","11/14/2017",5,88,"Great quality C. Highly recommend this vendor. 5*","Cocaine"
837,5,0,5,"peles","CharlieUKontor","10/7/2017",5,236,"Top quality staff with super quick delivery took 3 days to UK","Cocaine"
838,3,0,3,"killerwhale202","CharlieUKontor","6/16/2017",5,53,"super fast delivery","Cocaine"
839,3,0,3,"anon36250","CharlieUKontor","12/4/2017",5,92,"Very good stuff","Cocaine"
840,6,0,6,"killerwhale202","CharlieUKontor","6/19/2017",5,297,"super fast delivery and great product","Cocaine"
841,3,0,3,"harleywallbanger","CharlieUKontor","9/24/2017",5,101,"Quick & Good","Cocaine"
842,3,0,3,"wertwertwert","CharlieUKontor","10/19/2017",5,23,"all good","Cocaine"
843,6,0,6,"RoadRunner1012","CharlieUKontor","1/12/2018",5,18,"Very good, the best on this platform! In the future I will only order here !!","Cocaine"
844,3,0,3,"Aladin01 ","CharlieUKontor","1/5/2018",4,97,"The gear is great but the postage was not enough!!! ","Cocaine"
845,4,0,4,"brokenkeyboard","CharlieUKontor","11/6/2017",5,18,"fantastic. 10/10","Cocaine"
846,2,0,2,"murjaani","CharlieUKontor","6/5/2017",5,48,"Order received, will order again. thanks for fast replyes/delivery","Cocaine"
847,6,0,6,"ShooooooopStar7","CharlieUKontor","3/11/2017",5,109,"Excellent Product and great service ","Cocaine"
848,3,0,3,"wertwertwert","CharlieUKontor","10/27/2017",4,355,"Great stuff. Deloivery took aaround 1 week.","Cocaine"
849,3,0,3,"jayraj1313","CharlieUKontor","5/9/2017",4,214,"good service","Cocaine"
850,0,-2,-2,"messedup","CharlieUKontor","12/22/2017",5,315,"Always exceptional product never fails to deliver 20 out of ten.","Cocaine"
851,3,0,3,"pixelmonkey677223","CharlieUKontor","10/31/2017",5,131,"These guys are good...","Cocaine"
852,6,0,6,"farang","CharlieUKontor","6/22/2017",5,379,"Happy days all good","Cocaine"
853,3,0,3,"messedup","CharlieUKontor","1/1/2018",5,1490,"Great gear 30 out of 10","Cocaine"
854,3,0,3,"messedup","CharlieUKontor","1/11/2018",5,523,"Best C on here reliable guy always delivers quality product 100% reliable","Cocaine"
855,4,0,4,"hafmann","CharlieUKontor","1/25/2018",5,35,"Second order from these guys, both went fine. Highly recommend","Cocaine"
856,6,0,6,"messedup","CharlieUKontor","12/8/2017",5,229,"Great vendor best on here","Cocaine"
857,3,0,3,"messedup","CharlieUKontor","11/20/2017",5,433,"great product","Cocaine"
858,0,0,0,"hank14253","CharlieUKontor","4/7/2017",5,106,"5/5 postage 4/5 communication 4/5 quality","Cocaine"
859,3,-2,1,"messedup2","CharlieUKontor","11/25/2017",5,867,"Great product reliable and never fails to deliver 11 out of 10 from me","Cocaine"
860,3,0,3,"messedup","CharlieUKontor","1/18/2018",5,624,"Best C on here qaulity 100%","Cocaine"
861,3,0,3,"messedup","CharlieUKontor","11/17/2017",5,452,"excellent product","Cocaine"
862,3,0,3,"Codrin123","CharlieUKontor","6/19/2017",5,93,"Smells like god","Cocaine"
863,3,0,3,"Morbaerhaven","CharlieUKontor","10/17/2017",5,184,"Great stuff :-)","Cocaine"
864,3,0,3,"pixelmonkey677223","CharlieUKontor","6/9/2017",5,127,"Great service..","Cocaine"
865,3,0,3,"ThomTimbre","CharlieUKontor","4/26/2017",4.17,1195,"Delivery on time, great quality, highly recomended!","Cocaine"
866,0,-2,-2,"sfitcad","CharlieUKontor","11/12/2017",-5,75,"SCAM told me was out of stock and is ignoring me and kept money","Mephedrone"
867,10,0,10,"careless","CheapAsDirt","1/12/2018",5,193,"GOOD  thanks alot i appreciate it you are perfectr with excellent stealth","Xanax"
868,5,0,5,"pharellejamz","CheapAsDirt","1/27/2018",5,118,"Fast and reliable you good man thanks ","Xanax"
869,16,0,16,"Tramking","CheapAsDirt","1/25/2018",5,159,"\TOO GOOD TO BE TRUE\"" could not believe this stuffs where good and could arrive at this price good price good vendor thank you you name speaks for it self""","Xanax"
870,16,0,16,"Tramking","CheapAsDirt","1/25/2018",5,131,"\TOO GOOD TO BE TRUE\"" could not believe this stuffs where good and could arrive at this price good price good vendor thank you you name speaks for it self""","Xanax"
871,0,0,0,"DeadDrop9000","chemtek150","5/16/2017",5,583,"Quick delivery.","MDMA"
872,8,-1,7,"MyDaemon65","chemtek150","6/11/2017",5,150,"Amazing product, fantastic vendor, no need to buy from anyone else.  A+++","MDMA"
873,3,0,3,"Bluestem08","chemtek150","5/16/2017",5,846,"Great vendor, product and comunication.  100% recomended","MDMA"
874,7,0,7,"Quantum2017","chemtek150","5/13/2017",5,3510,"Good product, even better service. 100% satisfied.","MDMA"
875,6,0,6,"lilhooch7","chemtek150","6/12/2017",5,167,"Perfect vendor. Answered all my questions and very polite. Shipment came in 5 days. Great stuff. Will be back! ","MDMA"
876,3,0,3,"royalist135","chemtek150","5/9/2017",5,262,"The Real deal  Great Seller","MDMA"
877,3,0,3,"kramsonjack","chemtek150","5/16/2017",5,582,"super quick shipping","MDMA"
878,3,0,3,"Brookboy70s","chemtek150","5/17/2017",5,242,"Nice product!","MDMA"
879,3,0,3,"MyDaemon65","chemtek150","4/9/2017",5,762,"Great communication, fast +5","MDMA"
880,1,0,1,"E-therapy","chemtek150","5/8/2017",5,504,"fast and delivered as promised","MDMA"
881,8,0,8,"Illenial2610","chemtek150","6/21/2017",5,1431,"Great service, very responsive. Great product","MDMA"
882,0,0,0,"maddmatt2223","chemtek150","6/14/2017",5,162,"fast delivery ","MDMA"
883,0,0,0,"trippyvibes","chemtek150","5/19/2017",4.17,979,"professional service, came fast:)","MDMA"
884,8,0,8,"Masterskeeter","chemtek150","6/19/2017",5,2249,"My favorite vendor on Sr3.1, best USA vendor there is. There's a reason chemtek150 is in the Silk Road league!! He's soild! Fast shipping! Great communication! All around 10/10. ","MDMA"
885,3,0,3,"ce11oph4neSkin","chemtek150","5/10/2017",4.17,1578,"very nice man","MDMA"
886,5,0,5,"gdccc123","chemtek150","5/22/2017",5,464,"Very Communicative, Very Fast Shipping, Great Quality. Highly Recommended","MDMA"
887,4,0,4,"vs24b6asd","chemtek150","4/10/2017",3.57,1907,"Very fast shipping. Ordered Monday, shipped Tuesday, received Thursday. And the quality is, as usual, top notch. 10/10 would recommend","MDMA"
888,2,0,2,"Quantum2017","chemtek150","5/26/2017",5,2454,"Once again completely satisfied!","MDMA"
889,5,0,5,"JDC112277","chemtek150","5/4/2017",5,493,"Timely, great product, way easier than I ever expected....will certainly repeat and highly recommend","MDMA"
890,2,0,2,"HuskyMan","chemtek150","6/14/2017",5,413,"Thanks!","MDMA"
891,6,0,6,"wildboy","chemtek150","5/15/2017",5,484,"good stealth and great delivery time","MDMA"
892,11,0,11,"artvandelay001","chemtek150","5/12/2017",5,407,"Chemtek is the best! True pro. Best communication and best from on SR","Mushrooms"
893,1,0,1,"E-therapy","chemtek150","5/13/2017",5,269,"quick and delivered as promised","Mushrooms"
894,5,0,5,"tommybahama100","chemtek150","6/14/2017",5,753,"Great vendor! Responsive and fast delivery!","Mushrooms"
895,3,0,3,"faceless127","chemtek150","5/8/2017",5,433,"Super Fast Delivery, only 3 days.","Mushrooms"
896,3,0,3,"wildboy","chemtek150","5/12/2017",5,595,"great stealth & delivery time!","Mushrooms"
897,3,0,3,"FuzzyButtons","chemtek150","6/2/2017",5,759,"great vendor.  really came through","Mushrooms"
898,7,0,7,"jahbroni64","chemtek150","5/25/2017",5,748,"awesome product, great service, fast shipping","Mushrooms"
899,2,0,2,"HuskyMan","chemtek150","6/25/2017",5,723,"Quality by choice not by chance!","MDMA"
900,3,0,3,"partyfun","chemtek150","6/10/2017",5,346,"Super fast delivery. Will buy from again.","MDMA"
901,2,0,2,"dogemaster99","chemtek150","6/1/2017",5,1700,"thank you i'll be back sir","MDMA"
902,0,0,0,"ksbdjvh873730","chemtek150","6/26/2017",5,384,"Got quick and well packaged","MDMA"
903,3,-5,-2,"bornhappy31","chemtek150","6/3/2017",5,393,"vendor was great with communication and stealth, except packaging, which led to pills being crushed (hard to get the correct dosage with crushed pills). Still giving it a 5/5 because i think the vendor desereves it.","MDMA"
904,3,0,3,"E-therapy","chemtek150","6/2/2017",5,392,"great customer service and very quick delivery. ","MDMA"
905,3,0,3,"runningincircles","chemtek150","6/12/2017",5,198,"Fast shipping, excellent product!","MDMA"
906,0,0,0,"Mousie5","chemtek150","5/22/2017",5,246,"A+ for fast shipping and stealth. Ordered 5 received 6! :)","MDMA"
907,2,0,2,"JDC112277","chemtek150","5/26/2017",5,389,"My second time ordering from chemtek150....product is second to none and ships like clockwork.  ","MDMA"
908,2,0,2,"HuskyMan","chemtek150","6/8/2017",5,190,"Prompt shipping and delivery. Thanks!","MDMA"
909,3,0,3,"gympuma","chemtek150","6/12/2017",5,362,"Fast delivery, good experience using","MDMA"
910,3,0,3,"runningincircles","chemtek150","6/12/2017",5,785,"Fast Shipping, excellent product!","MDMA"
911,7,-2,5,"asgard3317","CHERRYGARCIA","6/17/2017",5,845,"Seriously the best vendor on SR. You cannot go wrong. Your bitcoin is safe. Your product will arrive fast and is of the best quality!","Oxycodon"
912,3,0,3,"asgard3317","CHERRYGARCIA","5/30/2017",5,242,"Best Vendor in SR!","Oxycodon"
913,5,0,5,"djmike1","CHERRYGARCIA","5/13/2017",3.12,3227,"Great as always! Thanks cherry!","Oxycodon"
914,3,0,3,"djmike1","CHERRYGARCIA","5/8/2017",3.12,3450,"Very great vendor! You should definetly order from him!!!","Oxycodon"
915,18,0,18,"putterboy27","CHERRYGARCIA","5/5/2017",3.12,3575,"Great vendor. This pills are absolutely amazing to be presses. Taste great, look pretty good and Cherry hooks up with some extra. Will be ordering again I'm always satisfied with what I get from Cherry. Thank you Cherry!","Oxycodon"
916,1,0,1,"jannerlessley","CHERRYGARCIA","5/21/2017",5,262,"these pills work but clearly the binders are very different. don't snort or smoke well","Oxycodon"
917,11,0,11,"jannerlessley","CHERRYGARCIA","6/1/2017",4,500,"Great pills but instead of sending 30 OC10 presses he sent 10 OC10 presses and about 15 M30 30mg oxycodone presses. I'm not complaining at all, very happy to get those because they snort better and feel better than the white OC10s, but I wish I had known I","Oxycodon"
918,3,0,3,"leroyjenkins","CHERRYGARCIA","5/26/2017",5,868,"Best Vendor on SR","Oxycodon"
919,9,-2,7,"timmurdock2081","CHERRYGARCIA","5/24/2017",5,2210,"What a nice guy.  I had asked him/her to ship ASAP and whil ehe wasn't able to do it (memorial day weekend) he still shipped that Saturday and wrote a nice note saying \sorry for delay\"".  Nice guy.  Honorable.""","Oxycodon"
920,2,0,2,"jayweiner79","CHERRYGARCIA","6/18/2017",5,2149,"As advertised.  Recommend CherryGarcia","Oxycodon"
921,4,-2,2,"Coliveshann","CHERRYGARCIA","6/20/2017",5,1964,"3 day shipping! The quality could be better and potency of 1 full one is like half a really one. Overall, can't complain with the price ","Oxycodon"
922,9,0,9,"wanderer1919","CHERRYGARCIA","6/19/2017",5,455,"Great product, super fast ship, one of the best in the business.","Oxycodon"
923,3,0,3,"live100","CHERRYGARCIA","5/27/2017",5,2634,"Great first time experience!!!!!","Oxycodon"
924,5,0,5,"watchout24","CHERRYGARCIA","5/31/2017",5,2374,"Another Successful Order From Mr Cherry!! Thanks Bro Your The Man I'll Be back Real SOON... ","Oxycodon"
925,8,-3,5,"watchout24","CHERRYGARCIA","6/19/2017",5,2106,"Always A Pleasure Doing Business With Cherry.. Order Came Today When I Expected It Sometime This Coming Week Very Nice Sir Thank YOU .. Never A Worry Ordering From CherryGarcia... ","Oxycodon"
926,3,0,3,"watchout24","CHERRYGARCIA","5/14/2017",3.12,3197,"Once again cherry delivers top quality Product in just a few days always tossing in extra everytime hes the man so trust this vendor he wont let you down","Oxycodon"
927,9,0,9,"Peterbilt379","CHERRYGARCIA","6/13/2017",5,1996,"What can I say....Cherry is truly the best there is, hands down...great love bro!!","Oxycodon"
928,3,0,3,"Peterbilt379","CHERRYGARCIA","5/9/2017",5,3126,"CHERRY, you're the BEST!! ","Oxycodon"
929,9,0,9,"Peterbilt379","CHERRYGARCIA","4/21/2017",5,4380,"Great love to CHERRY....so many extras too!! One of SR 3.1's BEST!!","Oxycodon"
930,3,0,3,"pf4l","CHERRYGARCIA","5/14/2017",3.12,3065,"ONCE THE BEST!!!","Oxycodon"
931,5,-1,4,"matthewsonia33","CHERRYGARCIA","4/28/2017",5,746,"Cherry's a pro.  A+++++ I love this guy.  Really takes care of his customers in an unbelievable fashion!","Oxycodon"
932,11,0,11,"phasedog","CHERRYGARCIA","4/12/2017",5,740,"CherryGarcia is the best!! Great products great service. Over the top!!!","Oxycodon"
933,0,-3,-3,"jannerlessley","CHERRYGARCIA","5/20/2017",4,395,"Pills look ok but taste awful and don't smoke on foil well","Oxycodon"
934,9,0,9,"phasedog","CHERRYGARCIA","4/11/2017",5,740,"Cherry is the best! Great seller and excellent product.","Oxycodon"
935,6,0,6,"asgard3317","CHERRYGARCIA","5/19/2017",5,910,"Great product. Great vendor! I buy exclusively from Cherry Garcia now!","Oxycodon"
936,3,0,3,"asgard3317","CHERRYGARCIA","4/8/2017",5,827,"Excellent as always!","Oxycodon"
937,4,0,4,"Goatcheese","CHERRYGARCIA","4/22/2017",5,289,"Order arrived quickly. Great vendor. Hooked me up with double for free.","Oxycodon"
938,6,0,6,"djmike1","CHERRYGARCIA","5/2/2017",5,618,"great as always! I love this vendor!!","Oxycodon"
939,5,-1,4,"matthewsonia33","CHERRYGARCIA","4/28/2017",5,692,"Cherry's a pro.  A+++++ I love this guy.  Really takes care of his customers in an unbelievable fashion!","Oxycodon"
940,6,0,6,"djmike1","CHERRYGARCIA","4/27/2017",5,408,"Great vendor! Will defenitely be back! Great product!!","Oxycodon"
941,4,0,4,"djmike1","CHERRYGARCIA","4/27/2017",5,746,"awesome!!!!","Oxycodon"
942,4,0,4,"jannerlessley","CHERRYGARCIA","5/28/2017",5,702,"Awesome and they came on time with extras","Oxycodon"
943,4,0,4,"jannerlessley","CHERRYGARCIA","5/15/2017",4,430,"Great pills but came late. vendor fixed this though so, decent communication. You can trust CHERRYGARCIA, he fixes things and sticks to his word","Oxycodon"
944,6,0,6,"phasedog","CHERRYGARCIA","5/4/2017",5,645,"Great seller- best prices!","Oxycodon"
945,3,0,3,"dssd05","CHERRYGARCIA","5/10/2017",4,257,"Pros: arrived in 3 days. discreet shipping. great stealth and time. Extra beans.  Cons: Gelled up in nose. Mediocre quality press.","Oxycodon"
946,3,-3,0,"Membranes","CHERRYGARCIA","4/11/2017",5,667,"great service this vendor won't leave you disappointed ","Oxycodon"
947,13,0,13,"matthewsonia33","CHERRYGARCIA","5/23/2017",5,404,"CHERRY IS THE BEST SELLER ON HERE, PERIOD!  I could write paragraph after paragraph at how professional, generous, trustworthy this seller is and how great he treats and takes care of his customers.  Each time I buy from him im more impressed than the last","Oxycodon"
948,3,0,3,"euphoria4life","CHERRYGARCIA","5/7/2017",5,350,"Always good","Oxycodon"
949,5,0,5,"wilco1am","CHERRYGARCIA","6/15/2017",5,644,"Great service, fast shipping and even extras! Buy with confidance! Thank you again!","Oxycodon"
950,3,0,3,"euphoria4life","CHERRYGARCIA","5/1/2017",5,382,"Vender is very professinal and fast shipping, I am very happy","Oxycodon"
951,5,0,5,"timmurdock88","CHERRYGARCIA","5/11/2017",5,2050,"Thank you!  You're the best!","Oxycodon"
952,5,0,5,"shadowhomer69","CHERRYGARCIA","4/28/2017",5,771,"fast shipping, great quality, thanks!","Oxycodon"
953,2,0,2,"Bananafishbones","CHERRYGARCIA","4/27/2017",2.5,745,"As always, a flawless experience and order from Cherry. Thanks for always being trustworthy man. 5/5 all around, I'd rate higher if I could.","Oxycodon"
954,13,-2,11,"Bananafishbones","CHERRYGARCIA","4/13/2017",2.5,1382,"Cherry gets an absolutely perfect score! His product is always at the highst quality, he's very friendly and great to work with, and he always hooks me up heavily. One of the best vendors on this site, you can't go wrong with Cherry! Thanks man","Oxycodon"
955,13,0,13,"matthewsonia33","CHERRYGARCIA","5/9/2017",5,567,"CHERRY IS THE BEST SELLER ON HERE, PERIOD!  I could write paragraph after paragraph at how professional, generous, trustworthy this seller is and how great he treats and takes care of his customers.  Each time I buy from him im more impressed than the last","Oxycodon"
956,10,0,10,"matthewsonia33","CHERRYGARCIA","4/28/2017",5,682,"Order from CHERRY!  Totally reliable, amazing deals, amazing product.   Repeat customer here.  I highly recommend!","Oxycodon"
957,2,-3,-1,"wubbalubbadubdub","CHERRYGARCIA","5/12/2017",5,1046,"Cherry bomb explodes in my brain, two day shipping, the product/deals are insane! This guy is a true angel through and through.","Oxycodon"
958,3,0,3,"Battleship1","CHERRYGARCIA","5/10/2017",5,52,"Great to do business with ","Oxycodon"
959,6,0,6,"ShooooooopStar7","CHERRYGARCIA","4/26/2017",5,69,"Great Vendor! Great Product! Completely Tustworthy!.","Oxycodon"
960,0,0,0,"Charlie","CHERRYGARCIA","6/13/2017",-5,314,"SCAMMER!!!! STAY AWAY!","Oxycodon"
961,0,0,0,"Charlie","CHERRYGARCIA","5/28/2017",-5,326,"SCAMMER!!! SCAMMER!!!","Oxycodon"
962,5,0,5,"thekinderone","CHERRYGARCIA","4/16/2017",5,761,"best vendor on SR3.1, first vendor i habe purchased from and still coming back to this day highly recommended!","Oxycodon"
963,0,0,0,"Charlie","CHERRYGARCIA","5/14/2017",-5,464,"SCAMMER!!! DO NOT BUY!!!","Oxycodon"
964,0,-1,-1,"Charlie","CHERRYGARCIA","5/7/2017",-5,350,"SCAMMER ALERT!!","Oxycodon"
965,5,-2,3,"wubbalubbadubdub","CHERRYGARCIA","4/20/2017",5,659,"Cherry never disappoints!  He has done me good from the very beginning.  Three hundred cheers for Cherry!","Oxycodon"
966,6,0,6,"mcak477","CHERRYGARCIA","5/26/2017",5,424,"Cherry is the absolute best vendor on Silk Road and the only vendor I will do business with. Always a pleasure doing business with you. ","Oxycodon"
967,3,0,3,"mcak477","CHERRYGARCIA","5/21/2017",5,573,"Always a pleasure to do business with Cherry. Has never let me down.","Oxycodon"
968,6,0,6,"Googleman","CHERRYGARCIA","5/9/2017",4,175,"4/5. Order was received. Product was good. Offer was not true. I bought 3 and only got 3. Not one free.","Oxycodon"
969,8,0,8,"mcak477","CHERRYGARCIA","5/11/2017",5,269,"Super fast shipping and excellent product. Will be doing more business with Cherry in the future. Thanks so much.","Oxycodon"
970,2,-2,0,"watchout24","CHERRYGARCIA","4/20/2017",5,716,"Highly Recommend!! Tossed In A FEW EXTRa My Last Order Vendor Will Not Disappoint.. ","Oxycodon"
971,8,0,8,"wilco1am","CHERRYGARCIA","5/28/2017",5,1304,"Just recived today, buyer is A+, after being burned happy I found a great seller! Thank you!","Oxycodon"
972,10,0,10,"honre1","CHERRYGARCIA","5/8/2017",5,602,"CG is by far the best most trustworthy vendor still around, always perfect.. Thank you CG for being honest, hardworking, informative, and following through every single time.","Oxycodon"
973,6,0,6,"watchout24","CHERRYGARCIA","4/16/2017",5,761,"Great Vendor Great Product... Recomend Buying From Vendor If Your Looking For Quality","Oxycodon"
974,3,-2,1,"danny41499","CHERRYGARCIA","5/18/2017",5,199,"Had issue on my part and cherry took care of it. For the inconvenience he gave me extra. You can definitely trust this guy. ","Oxycodon"
