"sales_review","positive","negative","net_tone","Buyer","Seller","Date","rating","price_USD","review_text","meta_category"
3174,6,0,6,"anon36250","xfuckx","12/9/2017",5,140,"Great communication and good product.","Cocaine"
3175,4,0,4,"society2017","xfuckx","12/24/2017",5,205,"Wonderful 10/10 ","Cocaine"
3176,2,0,2,"feedbag","xfuckx","11/17/2017",5,73,"Boom, thank you ;)","Cocaine"
3177,2,-2,0,"killerninja","xfuckx","1/12/2018",5,41,"Fire 10/10. Thanks dude","Cocaine"
3178,8,0,8,"uakiki44","xfuckx","12/11/2017",5,165,"Super good product + careful & stealthy packaging","Cocaine"
3179,6,0,6,"catmando","xfuckx","11/20/2017",5,474,"good guy good coke","Cocaine"
3180,5,0,5,"jiclun2018","xfuckx","11/21/2017",5,131,"well packed and good product. Thanks for the service","Cocaine"
3181,3,-4,-1,"satoshi1234567","xfuckx","12/24/2017",5,125,"very good shit ty","Cocaine"
3182,2,0,2,"duckman1","xfuckx","1/2/2018",5,38,"strongly recommend","Cocaine"
3183,10,0,10,"ibiza2016","xfuckx","11/28/2017",5,226,"Absolute superb service. Best packaged product  arrived within a week.. Stelath is top class 10/10","Cocaine"
3184,5,0,5,"bigkid","xfuckx","1/16/2018",5,211,"Thank you, great service and product. Will buy again. ","Cocaine"
3185,3,0,3,"foufounepalace75","xfuckx","1/22/2018",5,105,"good, fast delivery","Cocaine"
3186,0,0,0,"letsgethigh","xfuckx","10/29/2017",5,23,"excellenty quality. dropped me to my knees","Cocaine"
3187,1,0,1,"Baretta","xfuckx","11/15/2017",5,19,"oh yeah :)","Cocaine"
3188,8,0,8,"LeftSack23","xfuckx","12/19/2017",5,194,"Good communication, good qualty and very responsive ","Cocaine"
3189,3,0,3,"JonnyV","xfuckx","12/28/2017",5,193,"Best Stuff on SR3.1 imo","Cocaine"
3190,3,0,3,"wetermopi","xfuckx","1/23/2018",5,105,"Good quality!","Cocaine"
3191,0,0,0,"Johnt6","xfuckx","11/29/2017",5,55,"Very trustworthy 5/5","Cocaine"
3192,2,0,2,"protor","xfuckx","11/27/2017",5,292,"recommended ","Cocaine"
3193,3,0,3,"Cantkeepoffit","xfuckx","12/7/2017",5,39,"nice product.","Cocaine"
3194,18,0,18,"deepmrs","xfuckx","10/25/2017",5,130,"perfect in everything !! not the best quality I tried but 7/10, great quality price !! gentle and cool vendors! available and great communication !! shipping, 3 working days !! so i'm very happy! I highly recommend !!","Cocaine"
3195,6,0,6,"KingGeorge","xfuckx","11/21/2017",5,667,"Awesome! Thanks","Cocaine"
3196,5,0,5,"puffpaff","xfuckx","1/30/2018",5,57,"fast,good and perfekt stealth..thank you.","Cocaine"
3197,3,0,3,"beuzzleklair","xfuckx","1/18/2018",5,94,"Good product and Quick delivery","Cocaine"
3198,3,0,3,"Sparkee66","xfuckx","12/21/2017",5,162,"Very pleased with vendor xfuckx !!!","Cocaine"
3199,2,0,2,"clara","xfuckx","11/28/2017",5,275,"positive","Cocaine"
3200,3,0,3,"jacobnewton","xfuckx","11/27/2017",5,60,"great","Cocaine"
3201,2,0,2,"tysto13","xfuckx","11/13/2017",5,263,"top!!","Cocaine"
3202,3,0,3,"paradiseoakview","xfuckx","12/27/2017",5,109,"Great quality","Cocaine"
3203,2,0,2,"Camborwellian","xfuckx","1/4/2018",5,187,"First Class Top Vendor ","Cocaine"
3204,8,0,8,"society2017","xfuckx","1/30/2018",5,271,"Excellent product excellent vendor! Thank you","Cocaine"
3205,3,0,3,"foufounepalace75","xfuckx","1/18/2018",5,49,"perfect !","Cocaine"
3206,8,0,8,"ibiza2016","xfuckx","12/23/2017",5,109,"Superb service as always, professionally packaged, delivered on time and quality is the best ","Cocaine"
3207,5,0,5,"harleywallbanger","xfuckx","9/10/2017",5,112,"Top notch product. Excellent service. ","Cocaine"
3208,2,0,2,"moburns","xfuckx","12/31/2017",5,77,"Top stuff!","Cocaine"
3209,3,0,3,"DHLreceiver","xfuckx","11/15/2017",5,20,"Perfect in all","Cocaine"
3210,3,0,3,"Banks7777","xfuckx","1/14/2018",5,11,"Took 3 days to arrive to UK and great stealth packaging.","Cocaine"
3211,3,0,3,"spikemc","xfuckx","12/4/2017",5,94,"LOVE X","Cocaine"
3212,6,0,6,"ducazzi","xfuckx","1/9/2018",5,39,"very good product. Good Packaging and very rapid delivery","Cocaine"
3213,3,0,3,"peanut","xfuckx","1/3/2018",5,181,"Perfect","Cocaine"
3214,6,0,6,"wonkaswilly","xfuckx","11/25/2017",5,312,"Nice quality and very nice cloak!! ","Cocaine"
3215,3,0,3,"Puri1","xfuckx","9/28/2017",5,114,"Good.","Cocaine"
3216,5,0,5,"funguyrick","xfuckx","1/9/2018",5,189,"superb quality and service","Cocaine"
3217,3,0,3,"harrypotter1","xfuckx","11/7/2017",5,20,"Perfect","Cocaine"
3218,3,0,3,"anon36250","xfuckx","1/6/2018",5,229,"2nd time ordering from xfuckx good product and relieable vendor","Cocaine"
3219,3,0,3,"Sintemaarten","xfuckx","11/26/2017",5,65,"Stealth shippen, good quantity","Cocaine"
3220,3,0,3,"2and1makes3","xfuckx","11/3/2017",5,20,"Overall great experience with this vendor. Stealth is on point. Will buy from this vendor again. ","Cocaine"
3221,10,0,10,"shanester72","xfuckx","12/23/2017",5,38,"Excellent packaging and the timing was superb. Quality most importantly was TOP NOTCH","Cocaine"
3222,1,0,1,"Thibto5","xfuckx","12/23/2017",4,9,"Smart packaging, product looks OK, but announced 5day max to EU and i wait it 10days. ","Cocaine"
3223,3,0,3,"WilleWallaton666","xfuckx","12/12/2017",5,34,"Excellent!","Cocaine"
3224,3,0,3,"whothefuckknows","xfuckx","1/7/2018",4,167,"7% less weight than advertised, but everything else is perfect!","Cocaine"
3225,6,0,6,"YoungChem","xxMarlborOxx","1/6/2018",5,37,"Everything is Good! Product has yet to be sampled, but tests passed and weight looks good. Came in 15 days to US.","MDMA"
3226,11,0,11,"NewRoyalPineDK","xxMarlborOxx","1/21/2018",5,67,"Very helpful, good stealth, great delivery time (10 days from EU to US), and product was tested with Bunk Police, it's legit BD One happy customer here, I'm sure you will be as well","MDMA"
3227,9,0,9,"fstd134","xxMarlborOxx","1/17/2018",5,53,"Good good good ","MDMA"
3228,5,0,5,"Reindert","xxMarlborOxx","1/7/2018",4,19,"Four days for shipping within Holland is a bit long. In the add the pills seem blue and i receive pink B's. Let's hope the stuff is good than all is ok and can order more.","Ecstasy"
3229,6,-4,2,"butterylolipops","xxMarlborOxx","1/15/2018",5,210,"Nice. stealth was par, time was clutch, reacted in 2 seconds to ehrlich, good shit","LSD"
3230,0,-6,-6,"tylerdurdeneo","xxMarlborOxx","1/25/2018",-5,260,"asshole scaamer. was replying right away till I told him that I tested and tried the blotter he sent me, and it has nothing on it. thats when he stopped responding. AVOID AT ALL COST!","LSD"
3231,7,0,7,"NewRoyalPineDK","xxMarlborOxx","1/20/2018",5,251,"Idk what tylerdurdeneo is talkin about, test came back purple for me. Don't know about the amount per tab YET, but it is real. Great comm, 4 days, and awesome stealth","LSD"
3232,0,0,0,"chng5893","xxMarlborOxx","1/16/2018",5,283,"Very fast communication. ","LSD"
3233,3,0,3,"Babasturca9791","xxMarlborOxx","1/14/2018",5,54,"Very good stealth.","GHB"
3234,1,-2,-1,"721pbq","yamakashi","6/2/2017",5,296,"crazy fast shipment. Clear white. Bang on weight","MDMA"
3235,0,-1,-1,"909poplol","yamakashi","6/8/2017",-5,165,"No bueno","MDMA"
3236,0,-1,-1,"909poplol","yamakashi","6/8/2017",-5,165,"No bueno","MDMA"
3237,6,0,6,"acidpirate","yamakashi","10/17/2017",5,65,"Good quality, arrived within 3 days. Very happy with this.","Ketamine"
3238,6,0,6,"Ambrias11","yamakashi","4/26/2017",5,187,"Great quality, fast delivery, perfect","Ketamine"
3239,5,0,5,"Blowback1","yamakashi","6/4/2017",5,348,"Best Batch Yet thanks","Cocaine"
3240,2,0,2,"Blowback1","yamakashi","5/30/2017",5,209,"Thanks","Cocaine"
3241,0,-2,-2,"brandnewshape","yamakashi","10/31/2017",-5,80,"NEVER RECEIVED MY ORDER + NO REPLY TO MY SEVERAL MESSAGES... I'LL NEVER BUY ANYTHING TO THIS GUY. AVOID THIS SELLER !!!","Heroin"
3242,3,-3,0,"Brookboy70s","yamakashi","5/25/2017",5,303,"Really sucks that I never received this order. My friend in CA did not receive from yamakashi either.  Not good!","Ketamine"
3243,3,-3,0,"Brookboy70s","yamakashi","5/25/2017",5,305,"Really sucks that I never received this order. My friend in CA did not receive from yamakashi either.  Not good!","Ketamine"
3244,3,0,3,"buglemonster","yamakashi","5/17/2017",5,270,"Nice stealth.","Cocaine"
3245,3,-4,-1,"camaromanz","yamakashi","10/12/2017",0,158,"100 percent not Afghan Heroin wouldn't even shot or snort this stuff it's straight powder probably ground cinnamon no rocks or anything no dope smell highly disappointed could get better stuff off the city streets but at least it would be real heroin..","Heroin"
3246,1,0,1,"canosprite","yamakashi","5/23/2017",5,326,"cool","MDMA"
3247,0,0,0,"chall190316","yamakashi","5/6/2017",5,596,"Quick and stealthy. HQ Blow!","Cocaine"
3248,6,0,6,"chowder8911","yamakashi","10/23/2017",5,87,"Good seller! Very happy with product and spedy delivery!","Heroin"
3249,0,-1,-1,"cirio","yamakashi","4/24/2017",5,385,"The shipment did not arrive and the seller refunded 100% Sorry for my comments. regards","Cocaine"
3250,0,-1,-1,"cirio","yamakashi","4/24/2017",5,387,"The shipment did not arrive and the seller refunded 100% Sorry for my comments. regards","Cocaine"
3251,3,0,3,"cranberryft","yamakashi","5/19/2017",5,379,"Nice high ","MDMA"
3252,3,0,3,"cranberryft","yamakashi","6/3/2017",5,344,"Good","Cocaine"
3253,2,0,2,"dan171","yamakashi","10/10/2017",5,67,"Top Stuff ","Cocaine"
3254,8,0,8,"Dany6118","yamakashi","6/3/2017",5,345,"Thank you for really good Ketamine, the best I've ever used.","Ketamine"
3255,3,0,3,"DN12","yamakashi","10/11/2017",5,351,"Great Service & Product","Cocaine"
3256,0,-1,-1,"DN12","yamakashi","10/24/2017",-5,270,"Didnt receive goods - no reply to messages","Cocaine"
3257,3,0,3,"DonkeyVonMonkey","yamakashi","5/11/2017",5,254,"super speedy delivery A+++","MDMA"
3258,0,-2,-2,"doriginalmrt","yamakashi","4/24/2017",-5,754,"Order never arrived. Vendor refused to communicate post payment,","Cocaine"
3259,0,-2,-2,"doriginalmrt","yamakashi","4/24/2017",-5,759,"Order never arrived. Vendor refused to communicate post payment,","Cocaine"
3260,0,-2,-2,"doubleplay60","yamakashi","10/14/2017",-5,317,"Total Scam.  I ordered product from these guys.  It's never come nor do they respond to my requests on where it is or giving me a refund!","MDMA"
3261,5,0,5,"Doudoune","yamakashi","6/9/2017",5,513,"Fast delivery, neat shipment, very good communication with the seller, I recommend","Cocaine"
3262,14,0,14,"Doudoune","yamakashi","5/15/2017",5,846,"Express delivery to France (5 days), perfect packaging, very good communication with the seller, product of excellent quality A +++, quantity surcharge. Nothing to say, perfect I recommend without hesitation. Transaction 20/20","Cocaine"
3263,0,-3,-3,"DrF","yamakashi","10/24/2017",-5,469,"Wasnt Coke, was an awful imitation.","Cocaine"
3264,3,-3,0,"DrF","yamakashi","10/24/2017",0,107,"Good MDMA, sent me crap coke though :(","MDMA"
3265,5,0,5,"extraextra2017","yamakashi","6/27/2017",5,97,"Good stuff Thank you","MDMA"
3266,3,0,3,"Gorgytb","yamakashi","10/20/2017",5,470,"Very happy","Cocaine"
3267,5,0,5,"hhib","yamakashi","10/23/2017",5,63,"Thank you very much! Great seller","Ketamine"
3268,0,-1,-1,"investors","yamakashi","12/6/2017",-5,65,"No bueno","MDMA"
3269,4,-1,3,"jesus2000","yamakashi","4/27/2017",5,555,"rolling hard, awesome","MDMA"
3270,4,0,4,"jesus2000","yamakashi","4/27/2017",5,922,"awesome","Ketamine"
3271,7,0,7,"jesus2000","yamakashi","4/27/2017",4.17,1347,"fantastic, quick delivery, great quality","Cocaine"
3272,3,0,3,"jigie","yamakashi","5/19/2017",5,251,"good stuff","Ketamine"
3273,6,0,6,"jrcc","yamakashi","6/10/2017",5,331,"Good stuf and good sevice.","Heroin"
3274,6,0,6,"kervi","yamakashi","6/4/2017",5,203,"fast delivery good weight.. good stealth delivery","Heroin"
3275,2,0,2,"kingkong","yamakashi","4/13/2017",5,263,"Trusted vendor...","MDMA"
3276,3,0,3,"ksurfer11","yamakashi","6/4/2017",5,159,"excellent service","Ketamine"
3277,2,0,2,"kurlycale","yamakashi","10/12/2017",5,68,"Top Quality","Ketamine"
3278,0,0,0,"Liluke9","yamakashi","6/9/2017",2,85,"Not received","MDMA"
3279,12,0,12,"louisejp","yamakashi","5/28/2017",5,394,"Yamakashi is a class act - the feedback speaks for itself. He managed NDD after a bank hol, altho the whims of RM are beyond vendor control! Nice clean, strong gear. What sets this dude apart tho is excellent customer service. Highly recommended vendor.","Heroin"
3280,13,0,13,"louisejp","yamakashi","6/4/2017",5,350,"The dude is a legend. Quality merchandise and top notch customer service - yamakashi has never let me down. Always good stealth and good comms. Recommended vendor - one of the very best out there.","Heroin"
3281,4,0,4,"moose1965","yamakashi","10/11/2017",5,433,"quick delivery as promised, good quality and weight. will use again.","Cocaine"
3282,6,0,6,"moose1965","yamakashi","6/3/2017",5,551,"well impressed good weight delivery was a little slow though will buy again.","Cocaine"
3283,2,0,2,"NewIphone8","yamakashi","6/22/2017",5,325,"Sweet ","Heroin"
3284,3,0,3,"Nofear301","yamakashi","6/28/2017",5,345,"received next day, quality good","Cocaine"
3285,3,0,3,"odea","yamakashi","5/30/2017",5,398,"Really nice quality","Cocaine"
3286,7,0,7,"pixelmonkey677223","yamakashi","5/4/2017",5,601,"Arrived next day, excellent service, solid product..highly recommend!!!","Cocaine"
3287,0,0,0,"poijklmnb66","yamakashi","5/15/2017",5,144,"Very fast delivery!!","MDMA"
3288,0,0,0,"PortCityGuy72","yamakashi","10/16/2017",-5,62,"Vendor is a scammer.  Wont even answer messages","Ketamine"
3289,3,0,3,"psychobabble","yamakashi","10/21/2017",5,59,"Fast delivery, good produkt for the price.","Ketamine"
3290,2,-3,-1,"purplerain123","yamakashi","6/9/2017",1,168,"Appalling quality. You'd a better buzz from a line of talcum powder. Absolute waste of money.","Cocaine"
3291,7,0,7,"quicksilver64","yamakashi","6/22/2017",5,325,"Great stuff! Thanks. Defo recommend","Cocaine"
3292,7,0,7,"qwedsazxc","yamakashi","10/21/2017",5,99,"Excellent service, rapid delivery, generous amount received, and of a very high quality. Thank you","MDMA"
3293,3,0,3,"RichardRichard1","yamakashi","4/29/2017",5,349,"Perfect","MDMA"
3294,5,0,5,"ripley21","yamakashi","4/27/2017",5,638,"Amazing product! Quick & Safe  Delivery","Ketamine"
3295,4,0,4,"ripley21","yamakashi","5/4/2017",5,837,"amazing","Ketamine"
3296,0,0,0,"Robsta1","yamakashi","10/28/2017",-5,279,"Did not receive the order,- SCAMMERS","Cocaine"
3297,6,0,6,"rshayesV","yamakashi","5/11/2017",5,273,"Excellent packaging. Very impressed.","Ketamine"
3298,0,0,0,"ruebi","yamakashi","5/19/2017",5,126,"Fast and reliable vendor","MDMA"
3299,0,-2,-2,"saints1976","yamakashi","6/25/2017",5,91,"can'r go wrong with this supplier..","MDMA"
3300,0,-9,-9,"saladman","yamakashi","8/30/2017",-5,195,"No shipment, no comms, dead order, BC lost. gave 15 days to reply but still nothing. avoid","Cocaine"
3301,6,0,6,"sessionlist","yamakashi","4/27/2017",5,362,"Fantastic service. Very disctreet. Arrived next day. Cannot fault. Thank you.","Cocaine"
3302,4,0,4,"Shirobestgrill","yamakashi","6/15/2017",5,373,"Amazing guys! Gonna buy next time!","Cocaine"
3303,1,0,1,"specialrequest","yamakashi","6/17/2017",-5,270,"do not trust this guy... iv been robbed a number of times now under different names/acounts","MDMA"
3304,3,0,3,"sq5667","yamakashi","5/25/2017",5,184,"Excellent stealth and decoy, 5DD (ordered Thursday night delivered following Friday) will update when tested to UK","Cocaine"
3305,3,0,3,"thetearaway999","yamakashi","6/11/2017",5,232,"excellent","MDMA"
3306,4,0,4,"unknown420","yamakashi","5/9/2017",5,138,"Swift delivery. Definately the real deal. Would recommend to others","MDMA"
3307,7,0,7,"waterloozombie","yamakashi","6/5/2017",5,153,"Awesome product and quick and good posting, thankyou.","Ketamine"
3308,7,0,7,"waterloozombie","yamakashi","6/5/2017",5,153,"Awesome product and quick and good posting, thankyou.","Ketamine"
3309,6,-1,5,"wertwertwert","yamakashi","10/13/2017",3,137,"The package turned up (which is one good thing!), but I think the quality isn't very good. The wife and I did the whole gram in a night (we'd usually do 0.5g between us) and both of us had very blocked noses for the next few hours.","Cocaine"
3310,0,-2,-2,"yellowbitcoin1","yamakashi","10/25/2017",-3,145,"never received this order. vendor doesn't respond. scam artist. ","Cocaine"
3311,3,0,3,"E-therapy","YourGo2Guy","5/30/2017",5,376,"Great delivery time. ","MDMA"
3312,3,0,3,"alkbch","YourGo2Guy","6/15/2017",5,167,"Great vendor. Discreet","MDMA"
3313,3,0,3,"Milesbarker","YourGo2Guy","8/2/2017",5,223,"Always great and fast!","MDMA"
3314,6,-2,4,"jollypirate","YourGo2Guy","6/14/2017",5,166,"Haven't tried yet, but arrived perfectly. Great seller. Wouldn't hesitate to use again.","MDMA"
3315,3,0,3,"packr4t","YourGo2Guy","6/24/2017",5,296,"quick delivery and good product","MDMA"
3316,6,0,6,"Blackcat1","YourGo2Guy","5/30/2017",5,183,"Easy transaction, received in a timely manner. Seller is great to work with, thanks for your business!! Will buy again.","MDMA"
3317,11,0,11,"eatsublime567","YourGo2Guy","5/28/2017",5,381,"first off product is great, but also the customer care/support. he's totally awesome to work with","MDMA"
3318,10,0,10,"DRBrown710","YourGo2Guy","6/22/2017",5,150,"Slight Hiccup this time but he resolved it and even hooked it up. super nice responsible seller.","MDMA"
3319,11,0,11,"tanksterele","YourGo2Guy","5/27/2017",5,184,"Three days and it was here, and great talking with you. Will be back and fast shipping. And the product was the best I could ask for. And out of the three different MDMA order I made this was defintly the best and the test looked like it was 100% PURE!!","MDMA"
3320,5,0,5,"TheArtfulDodger","YourGo2Guy","6/17/2017",5,173,"Best trusted DN vendor for me","Xanax"
3321,3,0,3,"thesilkrodeher","YourGo2Guy","6/1/2017",5,167,"Great vendor ","Xanax"
3322,3,0,3,"scoobdoo122","YourGo2Guy","6/3/2017",5,89,"GREAT!!!!!!!!! ","Xanax"
3323,0,0,0,"Charlie","YourGo2Guy","6/2/2017",-5,168,"Full on scammer!!!!","Xanax"
3324,7,0,7,"protoculture","YourGo2Guy","5/25/2017",5,308,"Easy to deal with. Good stealth. Nice guy, even through in a little extra!","Xanax"
3325,3,0,3,"account","YourGo2Guy","8/2/2017",5,162,"quick, stealth, and good gears.","Xanax"
3326,2,0,2,"darkworlds1390","YourGo2Guy","6/6/2017",5,79,"Fast Shipping and extra!! Thanks!","Xanax"
3327,3,0,3,"scoobdoo122","YourGo2Guy","6/11/2017",5,76,"dude!!!!!!!  this is my GUY!!!!!!!!  HE COMES THRU WITH THE MOST PROFESSIONAL STEALTH,  AND WITH SUPER FAST DELIVERY!!!!! DEF MY GO TO GUY!!!!!!!!!","Xanax"
3328,3,0,3,"DRBrown710","YourGo2Guy","5/30/2017",5,102,"Great","Xanax"
3329,3,0,3,"irishredding","YourGo2Guy","8/3/2017",5,244,"Always comes through. Great vendor","Xanax"
3330,0,0,0,"Charlie","YourGo2Guy","6/29/2017",-5,194,"SCAMMER!!!!","Xanax"
