"Buyer","Seller","Date","rating","price_USD","review_text","meta_category"
"asterixlutece","Amsterdam2015","11/13/2017",5,158,"not the same product than the last order, less good but better than the street","Cocaine"
"AL666","Amsterdam2015","11/27/2017",5,36,"really good vendor! you can trust him for sure ! fast delivery good product ,good stealth!","Cocaine"
"Niceone009","Amsterdam2015","10/13/2017",5,73,"great","Cocaine"
"asterixlutece","Amsterdam2015","10/16/2017",5,182,"simply perfect ! 3 days for delivery ","Cocaine"
"tailor75","Amsterdam2015","12/29/2017",5,76,"Best vendor on the market ! ","Cocaine"
"lototherdbonion","Amsterdam2015","5/8/2017",4.17,1603,"perfect!","Cocaine"
"Thullen7","Amsterdam2015","10/24/2017",5,181,"Fast delivery, great product thank you ","Cocaine"
"sek4455","Amsterdam2015","11/9/2017",-1,49,"Never received the order .. ","Cocaine"
"Aladin01 ","Amsterdam2015","1/11/2018",5,40,"The gear is much better, great delivery only 2 working days to the U.K.! Highly recommended to all buyers 5++!! ","Cocaine"
"lazybernard8","Amsterdam2015","11/16/2017",5,130,"Perfect","Cocaine"
"RoadRunner1012","Amsterdam2015","12/18/2017",-5,18,"What was that? Such a shit I can buy on the street and even there it is better. Really the worst in my life","Cocaine"
"user978","Amsterdam2015","9/30/2017",5,448,"Prompt deliver, perfect packaging","Cocaine"
"joe6968","Amsterdam2015","10/10/2017",5,110,"perfect thx","Cocaine"
"dreadheadk","Amsterdam2015","1/26/2018",5,255,"Excellent again :)","Cocaine"
"dreadheadk","Amsterdam2015","1/12/2018",5,200,"Excellent ","Cocaine"
"dreadheadk","Amsterdam2015","12/18/2017",5,119,"Excellent !!  Best vendor here A+","Cocaine"
"dreadheadk","Amsterdam2015","12/1/2017",5,92,"10/10 Excellent and fast service. Highly recommended :)","Cocaine"
"M0narch17","Amsterdam2015","10/13/2017",5,243,"All good thanks","Cocaine"
"Maceo411","Amsterdam2015","5/22/2017",5,301,"Loving the speedy delivery. Decent product. be back soon. x","Cocaine"
"rollsroyce2","Amsterdam2015","10/21/2017",-5,109,"FAKE","Cocaine"
"jacksparr63","Amsterdam2015","10/19/2017",5,94,"Strongly recommend","Cocaine"
"rubicon","Amsterdam2015","5/20/2017",5,193,"Very fast delivery, stealth good, quality is good for the price  but i doubt that it's 90%, it did leave some traces and didn't desolve completly when put in water...but overall a good experience...thumbs up !","Cocaine"
"Onetimeuser","Amsterdam2015","12/9/2017",5,71,"Great stealth! You can trust them, I was worried at first, but it's really superb, mthank you! Also: quality is incredible, just as evrything! just tried, and flying! thank you so much! I love you!","Cocaine"
"egamar1990","Amsterdam2015","9/17/2017",5,626,"fuk me its strong ","Cocaine"
"Elagbiamine","Amsterdam2015","11/27/2017",5,105,"Perfect. Good quality. 2.8 with the bad. trustable !","Cocaine"
"Elagbiamine","Amsterdam2015","11/28/2017",5,88,"Perfect. Good quality. 2.8 with the bad. trustable !","Cocaine"
"Elagbiamine","Amsterdam2015","12/28/2017",5,80,"Perfect as always. Good stleath, a bit more than expected. Good quality. Thanks","Cocaine"
"StandingOvation","Amsterdam2015","11/16/2017",5,67,"all ok, great quality","Cocaine"
"enigma2280","Amsterdam2015","4/27/2017",5,272,"Great customer service","Cocaine"
"johndope1111","Amsterdam2015","10/13/2017",5,827,"fast, good stuff","Cocaine"
"Leifericson","Amsterdam2015","12/7/2017",5,205,"Lit Shit , shipped on time , trust in you guys since SK2.0","Cocaine"
"ferd59inand","Amsterdam2015","10/5/2017",5,161,"excellent","Cocaine"
"jasonbourne666","Amsterdam2015","9/22/2017",5,148,"Best SilkRoad Vendor EVER!!","Cocaine"
"f4stfr0ggi3","Amsterdam2015","4/18/2017",4.17,1050,"Excellent quality and seller!!","Cocaine"
"lototherdbonion","Amsterdam2015","5/24/2017",5,882,"like every time. everything perfect. thanks!","Cocaine"
"ksp4f02","Amsterdam2015","5/4/2017",5,844,"great quality, will order again, thanks!","Cocaine"
"helmar1510","Amsterdam2015","10/17/2017",5,422,"good stealth","Cocaine"
"protor","Amsterdam2015","1/16/2018",5,157,"recommended ","Cocaine"
"MasterPyxels","Amsterdam2015","5/1/2017",4,814,"Thx mate, nice as always with you","Cocaine"
"Camborwellian","Amsterdam2015","11/13/2017",5,154,"Top Q...","Cocaine"
"ShotgunSam","Amsterdam2015","5/30/2017",5,155,"Outstanding!","Cocaine"
"VariaRelax","Amsterdam2015","8/24/2017",5,155,"quick delivery, good stuff","Cocaine"
"Pucks75","Amsterdam2015","6/9/2017",5,347,"Thanks. Fast delivery, excellent stealth and good quality for this price.","Cocaine"
"Camborwellian","Amsterdam2015","10/12/2017",5,181,"Brilliant Thank you","Cocaine"
"Camborwellian","Amsterdam2015","9/13/2017",5,137,"Brilliant Service Very Pleased","Cocaine"
"tdogg1","Amsterdam2015","11/11/2017",0,55,"Never received. I wouldn't order from overseas because it won't get here. Too bad too. I wanted to place a large order if it had worked out.","Cocaine"
"tor4321","Amsterdam2015","6/10/2017",5,349,"Great!! Thank you","Cocaine"
"psychobabble","Amsterdam2015","10/20/2017",5,62,"Speed Delivery, Stealth, but produkt is not pure as said. But this sample had good product for the price.","Cocaine"
"Flyingdutch8","Amsterdam2015","8/31/2017",5,73,"Very strong","Cocaine"
"psychobabble","Amsterdam2015","11/7/2017",-5,144,"Fast delivery but the product wasn't so good as the one on a previous sample sent.","Cocaine"
"foufounepalace75","Amsterdam2015","1/16/2018",5,109,"best vendor thanks a lot","Cocaine"
"canosprite","Amsterdam2015","8/9/2017",2,682,"Order didnt make it to australia......... But then it says that it doesnt guarantee parcels to Australia so what more do we expect right!!!!! I still gave them a 2 as there are a good quality vendor  ","Cocaine"
"Altewurste112","Amsterdam2015","5/29/2017",5,449,"All perfect. The stuff anb the feedback with vendor","Cocaine"
"Pucks75","Amsterdam2015","12/5/2017",5,94,"Top quality against fair price. Thanks again. Very trusted vendor!","Cocaine"
"Pucks75","Amsterdam2015","11/29/2017",5,97,"Thanks again. Best quality-price ratio of DN. Very trusted!","Cocaine"
"leroyjenkins","Amsterdam2015","5/16/2017",5,385,"Very pleased with the product.  Solid SR Vendor.","Cocaine"
"Pucks75","Amsterdam2015","1/29/2018",5,102,"Simply the best 5/5!","Cocaine"
"Pucks75","Amsterdam2015","11/27/2017",5,106,"Very trusted vendor. Best price-quality ratio of DN. ","Cocaine"
"Pucks75","Amsterdam2015","11/27/2017",5,89,"Very trusted vendor. Best price-quality ratio of DN. ","Cocaine"
"Pucks75","Amsterdam2015","1/15/2018",5,83,"Simply the best vendor!","Cocaine"
"Pucks75","Amsterdam2015","1/22/2018",5,108,"Received in 2 days. Best trusted vendor of DN. Thx again!","Cocaine"
"Pucks75","Amsterdam2015","1/6/2018",5,68,"Best vendor on DN","Cocaine"
"Pucks75","Amsterdam2015","12/28/2017",5,80,"Perfect product and service van these guys. Thanks again!","Cocaine"
"basssystem","Amsterdam2015","1/6/2018",5,69,"Fast delivery (3 days),very good product, thank you my friend!","Cocaine"
"Pucks75","Amsterdam2015","12/17/2017",5,118,"Very good quality for this price. Good and fast communication and small delay due to Christmas. recommended vendor.","Cocaine"
"Pucks75","Amsterdam2015","6/27/2017",5,437,"Thanks again. Very nice and good quality for the price","Cocaine"
"marygowild","Amsterdam2015","8/4/2017",5,371,"Great as always, fast and profesional. will be back! ","Cocaine"
"zioluchino","Amsterdam2015","5/2/2017",-1,247,"cocaine is 60%max 70 no 90/92!","Cocaine"
"ceriaron99","Amsterdam2015","11/19/2017",5,37,"good quality ","Cocaine"
"Spargo","Amsterdam2015","11/16/2017",0,49,"Normally always good stuff. This time it wasn't sweet but more bitter. Burned on the pipe. Nasty feeling. Quality control?","Cocaine"
"catgary4","Amsterdam2015","1/22/2018",2,33,"uncut cocaine 90-92%!!!?? You must be joking...Very cut","Cocaine"
"fuzzydependent","Amsterdam2015","11/7/2017",-5,649,"first order was fine then did 2 more and havent recieved orders plus no reply from vendor","Cocaine"
"winner0102","Amsterdam2015","6/7/2017",5,353,"Communication, package, price, quality, everything is perfect !!!! I can only recommend!!! The most accurate seller!","Cocaine"
"merryxmas","Amsterdam2015","8/7/2017",5,298,"Received and tested, great transaction.","Cocaine"
"Spargo","Amsterdam2015","11/1/2017",5,54,"Sorry for the late payment","Cocaine"
"gamma49","Amsterdam2015","4/21/2017",5,2426,"fast delivery, good packaging, quality fair for this price as usual. However weight was ligthly over 5,9 - for this price OK. historicaly 5th order and all of them are OK! thank you","Cocaine"
"gamma49","Amsterdam2015","5/19/2017",5,535,"As usual. Thank you!","Cocaine"
"gamma49","Amsterdam2015","5/4/2017",5,830,"fast delivery, this time just little shitty stealth - one side of bag was unsealed (shitty sealed) and some coke was inside of letter...","Cocaine"
"winner0102","Amsterdam2015","11/28/2017",5,103," package arrived. flawless, fast, fair. I CAN ONLY RECOMMEND!!!","Cocaine"
"gamma49","Amsterdam2015","5/3/2017",5,870,"fast delviery, quality as usual. Thanks!","Cocaine"
"gamma49","Amsterdam2015","4/12/2017",5,1028,"Quality as usual, fast delivery. Quality is form me total good. Not so strong, very pleasure ending... thanks","Cocaine"
"mnsn80","Amsterdam2015","1/2/2018",5,51,"Really amazing coke","Cocaine"
"Spargo","Amsterdam2015","12/25/2017",5,25,"Fast and good.","Cocaine"
"Geoff2","Amsterdam2015","11/27/2017",-5,88,"No bueno","Cocaine"
"Geoff2","Amsterdam2015","11/27/2017",-5,105,"No bueno","Cocaine"
"george72","Amsterdam2015","1/25/2018",5,240,"Great vendor the cocaine is amazing quality ","Cocaine"
"george72","Amsterdam2015","12/20/2017",5,166,"Amazing vendor, package took awhile to arrive but that was due to it being chritmas time and New year. Normally with other products I have bought of this vender it usally takes 3 days which is fast and the quaility of this cocaine is good. Great vendor!!","Cocaine"
"pukanuka","Amsterdam2015","5/20/2017",5,503,"great","Cocaine"
"scoobdoo122","Amsterdam2015","5/19/2017",5,343," fEXCELLENT VENDOR!!.... ARRIVED FASTER THAN MY USA TO USA ORDERS AND HE IS IN THE NETHERLANDS....AND IM IN THE USA!!!!! I ORDERED A GRAM AND IT WAS WELL OVER A GRAM!!!! SOO 5/5 FOR THIS VENDOR FORSURE!!!!!eedback.","Cocaine"
"cheezHamster","Amsterdam2015","6/24/2017",4,134,"Delivery slower than expected. Perfect otherwise.","Cocaine"
"Mushroomman95","Amsterdam2015","5/20/2017",5,517,"excellent product","Cocaine"
"chelseaboy27","Amsterdam2015","11/23/2017",5,80,"Arrived really swiftly - placed order Thursday and arrived by Monday and good product.","Cocaine"
"Kamicaol","Amsterdam2015","11/17/2017",5,357,"Tip top","Cocaine"
"lesable777","Amsterdam2015","6/10/2017",5,154,"Love Amsterdam! great product and price! excellent vendor!","Cocaine"
"Niceone009","Amsterdam2015","10/16/2017",5,226,"great","Cocaine"
"PickledJam","Amsterdam2015","12/8/2017",5,22,"Clean Stuff 10/10","Cocaine"
"purpleraincheck","Amsterdam2015","8/24/2017",5,560,"good quality stuff and very stealthy ","Cocaine"
"MataHari","Amsterdam2015","12/17/2017",5,298,"All perfect","Cocaine"
"ChildSound","Amsterdam2015","11/25/2017",0,563,"not received, vendor says delayed, but its to long.....","Cocaine"
"ChildSound","Amsterdam2015","11/15/2017",5,330,"Perfect quality, fast shipping.... Very good vendor, know i have not received, but i know its come soon","Cocaine"
"ChildSound","Amsterdam2015","11/9/2017",5,142,"all perfect, one of the best vendor on sr","Cocaine"
"kinimod","Amsterdam2015","11/27/2017",5,105,"Amsterdam2015 is fully trustworthy, he communicates, his stuff is good. I highly recommend him!","Cocaine"
"ChildSound","Amsterdam2015","11/2/2017",5,333,"Perfect quality, fast shipping.... Very good vendor","Cocaine"
"ChildSound","Amsterdam2015","10/25/2017",5,179,"Very good quality for a very good price!! The order arrived me fast!! This vendor is perfect","Cocaine"
"scooter44","Amsterdam2015","10/3/2017",5,375,"Good stuff, stealth and transaction!","Cocaine"
"gt50","Amsterdam2015","11/5/2017",5,308,"top","Cocaine"
"guigz66","Amsterdam2015","10/5/2017",5,79,"Pure cocaine ! Thanks you guy ! I like your stuff, really 90%, and beautiful letter ! Seller is true, cocaine is pure ! Thanks. i come back guy. Merci mon pote t'assures","Cocaine"
"bernardoprovenziano","Amsterdam2015","10/4/2017",5,249,"Good stuff and service !","Cocaine"
"guy1961","Amsterdam2015","8/10/2017",5,299,"great deal would love to see more like this","Cocaine"
"TedyBear1","Amsterdam2015","8/30/2017",5,76,"very trusted ","Cocaine"
"Gypsymushjoe","Amsterdam2015","12/4/2017",5,56,"Fast Delivery, good value 4 money","Cocaine"
"yameo365","Amsterdam2015","6/14/2017",5,382,"very good","Cocaine"
"Whoknowsbro","Amsterdam2015","10/22/2017",5,397,"Super fast delivery, good stealth, good product, good price, whatelse.","Cocaine"
"hargany","Amsterdam2015","10/23/2017",5,115,"top ","Cocaine"
"HAZZARDHUGH","Amsterdam2015","9/22/2017",0,264,"Took 14 days to come. Clean good stuff had stronger ","Cocaine"
"Codrin123","Amsterdam2015","9/2/2017",5,499,"Not so bad the stuff decent!. Arrive very slow this time ","Cocaine"
"njomi","Amsterdam2015","10/18/2017",5,174,"very fast very good, would order again","Cocaine"
"Codrin123","Amsterdam2015","8/4/2017",5,371,"Very fast delivery, and good not \stinks\"" but very good!""","Cocaine"
"tinytimmy123","Amsterdam2015","5/27/2017",5,1169,"fast stelth delivery, no where 90% but cheap never the less","Cocaine"
"VariaRelax","Amsterdam2015","12/9/2017",5,417,"another quick delivery with good stuff","Cocaine"
"Matzan","Amsterdam2015","9/28/2017",-5,159,"Very Bad Service!After a Month and a half still didn't receive nothing!Waste Of money!!","Cocaine"
"46and2","Amsterdam2015","10/12/2017",5,118,"Excellent, we'll be back!","Cocaine"
"Nymphav","Amsterdam2015","1/15/2018",5,85,"i recommend this vendor!","Cocaine"
"anonymous31","Amsterdam2015","12/3/2017",4,89,"Received ","Cocaine"
"WannaStralia","Amsterdam2015","9/28/2017",5,580,"Great quality, discret package","Cocaine"
"Sharpei","Amsterdam2015","9/29/2017",5,84,"Well conditioned for a bulk order ! Fast shipment","Cocaine"
"JonnyV","Amsterdam2015","11/9/2017",5,135,"Top Drawer","Cocaine"
"jaijai","Amsterdam2015","10/6/2017",5,237,"top vendor, thanks","Cocaine"
"MaitreOl","Amsterdam2015","12/5/2017",5,93,"Very fast","Cocaine"
"hill2132","Amsterdam2015","5/20/2017",5,196,"Timely and Discreet. ","MDMA"
"CptBongoJack","Amsterdam2015","6/18/2017",5,378,"Fast shipping, perfect stealth, perfect product. Highly recommend this vendor!","MDMA"
"crybabyZ","Amsterdam2015","11/18/2017",5,26,"excellent Thanks","MDMA"
"stinkypot","Amsterdam2015","1/10/2018",5,127,"all good","MDMA"
"politoxic","Amsterdam2015","11/23/2017",5,31,"the best of the market.","MDMA"
"lexxisgreat1978","Amsterdam2015","6/19/2017",5,53,"Good stuff!","MDMA"
"dan171","Amsterdam2015","12/29/2017",5,9,"very good and fast delivery 10/10","MDMA"
"maurice","Amsterdam2015","8/26/2017",5,33,"Delievered and I will sample later. Vendor is one of the best around.","MDMA"
"dan171","Amsterdam2015","12/3/2017",5,12,"Good stuff, very quick to arrive. would buy again. 5 star ","MDMA"
"dandinitc","Amsterdam2015","11/23/2017",5,89,"Quick delivery. Good communication","MDMA"
"politoxic","Amsterdam2015","10/19/2017",5,25,"you are the best","MDMA"
"dark1enterprise","Amsterdam2015","10/23/2017",5,90,"amazing vendor top notch gear fast shipping best communication ive ever had on the dn recommend completely","MDMA"
"soulinake","Amsterdam2015","6/2/2017",5,55,"amazing sending","MDMA"
"louzada1997","Amsterdam2015","11/9/2017",5,67,"THE BEST","MDMA"
"thereaper","Amsterdam2015","8/3/2017",5,51,"very discreet","MDMA"
"Dedeaux","Amsterdam2015","12/29/2017",5,19,"Fire ","MDMA"
"hungryhippo420","Amsterdam2015","12/1/2017",5,27,"I was going to put a bad review however, The second package i ordered came but not the first. Good stealth","MDMA"
"tirake87","Amsterdam2015","12/4/2017",-5,78,"Never received it !!Attention to all ... this guy is a thief","MDMA"
"Slowbro1969","Amsterdam2015","1/13/2018",5,36,"Shipped to: West Coast Shipping time: 14 days FE or Escrow: FE Communication: Great Service: Great Stealth: Awesome Price: Amazing Quality: Really good, tested positive for MDMA on Marquis Test Other: I like to be through on the DN. Took about 2 weeks from","MDMA"
"theman14","Amsterdam2015","5/9/2017",-5,164,"He responds. other than that i ordered ONE G of molly to the US. waited over 3 weeks never got it. had to pay shipping and he charged me 50% for \costs\"" even tho i didnt get my package. never will do business with him again.""","MDMA"
"Theman456","Amsterdam2015","11/16/2017",-5,18,"order never arrived","MDMA"
"mrmolly","Amsterdam2015","6/2/2017",4,99,"Looks like powder rather than the crystals I ordered","MDMA"
