"Buyer","Seller","Date","rating","price_USD","review_text","meta_category"
"AndrukVertinghen","CharlieUKontor","11/17/2017",5,31,"First time buying online, was a bit skeptical but was perfect, will be ordering again","Weed"
"WildBill25","CharlieUKontor","11/14/2017",5,36,"Fast delivery. 5* vendor & product. Cheers","Weed"
"hafmann","CharlieUKontor","1/21/2018",5,27,"Quick delivery, Smells great can't wait to give it a smoke! Odourless packaging, very discreet","Weed"
"pityorganic2","CharlieUKontor","12/4/2017",5,21,"Excellent","Weed"
"hafmann","CharlieUKontor","1/21/2018",5,23,"Quick delivery, Smells great can't wait to give it a smoke! Odourless packaging, very discreet","Weed"
"handy654","CharlieUKontor","6/20/2017",5,84,"Fast delivery good stuff","Weed"
"AOXsilk","CharlieUKontor","9/24/2017",5,64,"First time buying here and i'm happy with the product. No bullshit and very simple.","Weed"
"musmusdomesticus","CharlieUKontor","6/25/2017",5,303,"Top notch","Weed"
"argon89","CharlieUKontor","11/22/2017",5,29,"Good stuff! Fast Delivery. Thanks.","Weed"
"lydiansharp5","CharlieUKontor","4/12/2017",4.17,1445,"Fast delivery. Good quality product","Weed"
"elseo","CharlieUKontor","11/24/2017",5,56,"Perfect tx a lot ","Weed"
"Freakcentral74","CharlieUKontor","10/18/2017",5,153,"Speedy delivery, Great Product.","Weed"
"funkymunkey","CharlieUKontor","10/26/2017",4,42,"average quality product. Over weight and good packaging.","Weed"
"bbob27","CharlieUKontor","5/30/2017",5,104,"good quality","Weed"
"Demheaver","CharlieUKontor","11/21/2017",5,17,"Good stuff ! 3days to france ","Cocaine"
"Jamesmakaveli","CharlieUKontor","5/27/2017",5,152,"Was as good as he said","Cocaine"
"odea","CharlieUKontor","6/13/2017",5,378,"Superb quality, great service.","Cocaine"
"Brazill","CharlieUKontor","1/19/2018",5,33,"nice one","Cocaine"
"Duid17","CharlieUKontor","5/22/2017",5,470,"Good gear","Cocaine"
"messedup2","CharlieUKontor","12/8/2017",5,269,"best product on here","Cocaine"
"nbc1607","CharlieUKontor","6/13/2017",5,374,"great seller ","Cocaine"
"Banks7777","CharlieUKontor","10/7/2017",5,241,"Quick, no hassle. Will use again.","Cocaine"
"flex1","CharlieUKontor","5/29/2017",5,59,"Top Grub.....!","Cocaine"
"socagirl","CharlieUKontor","1/12/2018",5,47,"Got package from UK to US in 15 days so not bad. Came in rock in envelope. Wish there was more stealth. ","Cocaine"
"menas97","CharlieUKontor","4/26/2017",5,828,"Perfect","Cocaine"
"G335Xr0n3pony","CharlieUKontor","10/13/2017",5,832,"Great quality, will buy again.","Cocaine"
"galwaybreezer","CharlieUKontor","1/25/2018",5,198,"Super stuff!!!","Cocaine"
"galwaybreezer","CharlieUKontor","12/17/2017",5,241,"Nice!","Cocaine"
"galwaybreezer","CharlieUKontor","12/6/2017",5,136,"Nice!","Cocaine"
"gamma49","CharlieUKontor","4/24/2017",5,833,"fast delivery! really good and strong - however for me price/quality 4/5. stealth 3/5 - if I will want great quality, will order again! thanks..","Cocaine"
"WildBill25","CharlieUKontor","11/14/2017",5,88,"Great quality C. Highly recommend this vendor. 5*","Cocaine"
"peles","CharlieUKontor","10/7/2017",5,236,"Top quality staff with super quick delivery took 3 days to UK","Cocaine"
"killerwhale202","CharlieUKontor","6/16/2017",5,53,"super fast delivery","Cocaine"
"anon36250","CharlieUKontor","12/4/2017",5,92,"Very good stuff","Cocaine"
"killerwhale202","CharlieUKontor","6/19/2017",5,297,"super fast delivery and great product","Cocaine"
"harleywallbanger","CharlieUKontor","9/24/2017",5,101,"Quick & Good","Cocaine"
"wertwertwert","CharlieUKontor","10/19/2017",5,23,"all good","Cocaine"
"RoadRunner1012","CharlieUKontor","1/12/2018",5,18,"Very good, the best on this platform! In the future I will only order here !!","Cocaine"
"Aladin01 ","CharlieUKontor","1/5/2018",4,97,"The gear is great but the postage was not enough!!! ","Cocaine"
"brokenkeyboard","CharlieUKontor","11/6/2017",5,18,"fantastic. 10/10","Cocaine"
"murjaani","CharlieUKontor","6/5/2017",5,48,"Order received, will order again. thanks for fast replyes/delivery","Cocaine"
"ShooooooopStar7","CharlieUKontor","3/11/2017",5,109,"Excellent Product and great service ","Cocaine"
"wertwertwert","CharlieUKontor","10/27/2017",4,355,"Great stuff. Deloivery took aaround 1 week.","Cocaine"
"jayraj1313","CharlieUKontor","5/9/2017",4,214,"good service","Cocaine"
"messedup","CharlieUKontor","12/22/2017",5,315,"Always exceptional product never fails to deliver 20 out of ten.","Cocaine"
"pixelmonkey677223","CharlieUKontor","10/31/2017",5,131,"These guys are good...","Cocaine"
"farang","CharlieUKontor","6/22/2017",5,379,"Happy days all good","Cocaine"
"messedup","CharlieUKontor","1/1/2018",5,1490,"Great gear 30 out of 10","Cocaine"
"messedup","CharlieUKontor","1/11/2018",5,523,"Best C on here reliable guy always delivers quality product 100% reliable","Cocaine"
"hafmann","CharlieUKontor","1/25/2018",5,35,"Second order from these guys, both went fine. Highly recommend","Cocaine"
"messedup","CharlieUKontor","12/8/2017",5,229,"Great vendor best on here","Cocaine"
"messedup","CharlieUKontor","11/20/2017",5,433,"great product","Cocaine"
"hank14253","CharlieUKontor","4/7/2017",5,106,"5/5 postage 4/5 communication 4/5 quality","Cocaine"
"messedup2","CharlieUKontor","11/25/2017",5,867,"Great product reliable and never fails to deliver 11 out of 10 from me","Cocaine"
"messedup","CharlieUKontor","1/18/2018",5,624,"Best C on here qaulity 100%","Cocaine"
"messedup","CharlieUKontor","11/17/2017",5,452,"excellent product","Cocaine"
"Codrin123","CharlieUKontor","6/19/2017",5,93,"Smells like god","Cocaine"
"Morbaerhaven","CharlieUKontor","10/17/2017",5,184,"Great stuff :-)","Cocaine"
"pixelmonkey677223","CharlieUKontor","6/9/2017",5,127,"Great service..","Cocaine"
"ThomTimbre","CharlieUKontor","4/26/2017",4.17,1195,"Delivery on time, great quality, highly recomended!","Cocaine"
"sfitcad","CharlieUKontor","11/12/2017",-5,75,"SCAM told me was out of stock and is ignoring me and kept money","Mephedrone"
"careless","CheapAsDirt","1/12/2018",5,193,"GOOD  thanks alot i appreciate it you are perfectr with excellent stealth","Xanax"
"pharellejamz","CheapAsDirt","1/27/2018",5,118,"Fast and reliable you good man thanks ","Xanax"
"Tramking","CheapAsDirt","1/25/2018",5,159,"\TOO GOOD TO BE TRUE\"" could not believe this stuffs where good and could arrive at this price good price good vendor thank you you name speaks for it self""","Xanax"
"Tramking","CheapAsDirt","1/25/2018",5,131,"\TOO GOOD TO BE TRUE\"" could not believe this stuffs where good and could arrive at this price good price good vendor thank you you name speaks for it self""","Xanax"
"DeadDrop9000","chemtek150","5/16/2017",5,583,"Quick delivery.","MDMA"
"MyDaemon65","chemtek150","6/11/2017",5,150,"Amazing product, fantastic vendor, no need to buy from anyone else.  A+++","MDMA"
"Bluestem08","chemtek150","5/16/2017",5,846,"Great vendor, product and comunication.  100% recomended","MDMA"
"Quantum2017","chemtek150","5/13/2017",5,3510,"Good product, even better service. 100% satisfied.","MDMA"
"lilhooch7","chemtek150","6/12/2017",5,167,"Perfect vendor. Answered all my questions and very polite. Shipment came in 5 days. Great stuff. Will be back! ","MDMA"
"royalist135","chemtek150","5/9/2017",5,262,"The Real deal  Great Seller","MDMA"
"kramsonjack","chemtek150","5/16/2017",5,582,"super quick shipping","MDMA"
"Brookboy70s","chemtek150","5/17/2017",5,242,"Nice product!","MDMA"
"MyDaemon65","chemtek150","4/9/2017",5,762,"Great communication, fast +5","MDMA"
"E-therapy","chemtek150","5/8/2017",5,504,"fast and delivered as promised","MDMA"
"Illenial2610","chemtek150","6/21/2017",5,1431,"Great service, very responsive. Great product","MDMA"
"maddmatt2223","chemtek150","6/14/2017",5,162,"fast delivery ","MDMA"
"trippyvibes","chemtek150","5/19/2017",4.17,979,"professional service, came fast:)","MDMA"
"Masterskeeter","chemtek150","6/19/2017",5,2249,"My favorite vendor on Sr3.1, best USA vendor there is. There's a reason chemtek150 is in the Silk Road league!! He's soild! Fast shipping! Great communication! All around 10/10. ","MDMA"
"ce11oph4neSkin","chemtek150","5/10/2017",4.17,1578,"very nice man","MDMA"
"gdccc123","chemtek150","5/22/2017",5,464,"Very Communicative, Very Fast Shipping, Great Quality. Highly Recommended","MDMA"
"vs24b6asd","chemtek150","4/10/2017",3.57,1907,"Very fast shipping. Ordered Monday, shipped Tuesday, received Thursday. And the quality is, as usual, top notch. 10/10 would recommend","MDMA"
"Quantum2017","chemtek150","5/26/2017",5,2454,"Once again completely satisfied!","MDMA"
"JDC112277","chemtek150","5/4/2017",5,493,"Timely, great product, way easier than I ever expected....will certainly repeat and highly recommend","MDMA"
"HuskyMan","chemtek150","6/14/2017",5,413,"Thanks!","MDMA"
"wildboy","chemtek150","5/15/2017",5,484,"good stealth and great delivery time","MDMA"
"artvandelay001","chemtek150","5/12/2017",5,407,"Chemtek is the best! True pro. Best communication and best from on SR","Mushrooms"
"E-therapy","chemtek150","5/13/2017",5,269,"quick and delivered as promised","Mushrooms"
"tommybahama100","chemtek150","6/14/2017",5,753,"Great vendor! Responsive and fast delivery!","Mushrooms"
"faceless127","chemtek150","5/8/2017",5,433,"Super Fast Delivery, only 3 days.","Mushrooms"
"wildboy","chemtek150","5/12/2017",5,595,"great stealth & delivery time!","Mushrooms"
"FuzzyButtons","chemtek150","6/2/2017",5,759,"great vendor.  really came through","Mushrooms"
"jahbroni64","chemtek150","5/25/2017",5,748,"awesome product, great service, fast shipping","Mushrooms"
"HuskyMan","chemtek150","6/25/2017",5,723,"Quality by choice not by chance!","MDMA"
"partyfun","chemtek150","6/10/2017",5,346,"Super fast delivery. Will buy from again.","MDMA"
"dogemaster99","chemtek150","6/1/2017",5,1700,"thank you i'll be back sir","MDMA"
"ksbdjvh873730","chemtek150","6/26/2017",5,384,"Got quick and well packaged","MDMA"
"bornhappy31","chemtek150","6/3/2017",5,393,"vendor was great with communication and stealth, except packaging, which led to pills being crushed (hard to get the correct dosage with crushed pills). Still giving it a 5/5 because i think the vendor desereves it.","MDMA"
"E-therapy","chemtek150","6/2/2017",5,392,"great customer service and very quick delivery. ","MDMA"
"runningincircles","chemtek150","6/12/2017",5,198,"Fast shipping, excellent product!","MDMA"
"Mousie5","chemtek150","5/22/2017",5,246,"A+ for fast shipping and stealth. Ordered 5 received 6! :)","MDMA"
"JDC112277","chemtek150","5/26/2017",5,389,"My second time ordering from chemtek150....product is second to none and ships like clockwork.  ","MDMA"
"HuskyMan","chemtek150","6/8/2017",5,190,"Prompt shipping and delivery. Thanks!","MDMA"
"gympuma","chemtek150","6/12/2017",5,362,"Fast delivery, good experience using","MDMA"
"runningincircles","chemtek150","6/12/2017",5,785,"Fast Shipping, excellent product!","MDMA"
"asgard3317","CHERRYGARCIA","6/17/2017",5,845,"Seriously the best vendor on SR. You cannot go wrong. Your bitcoin is safe. Your product will arrive fast and is of the best quality!","Oxycodon"
"asgard3317","CHERRYGARCIA","5/30/2017",5,242,"Best Vendor in SR!","Oxycodon"
"djmike1","CHERRYGARCIA","5/13/2017",3.12,3227,"Great as always! Thanks cherry!","Oxycodon"
"djmike1","CHERRYGARCIA","5/8/2017",3.12,3450,"Very great vendor! You should definetly order from him!!!","Oxycodon"
"putterboy27","CHERRYGARCIA","5/5/2017",3.12,3575,"Great vendor. This pills are absolutely amazing to be presses. Taste great, look pretty good and Cherry hooks up with some extra. Will be ordering again I'm always satisfied with what I get from Cherry. Thank you Cherry!","Oxycodon"
"jannerlessley","CHERRYGARCIA","5/21/2017",5,262,"these pills work but clearly the binders are very different. don't snort or smoke well","Oxycodon"
"jannerlessley","CHERRYGARCIA","6/1/2017",4,500,"Great pills but instead of sending 30 OC10 presses he sent 10 OC10 presses and about 15 M30 30mg oxycodone presses. I'm not complaining at all, very happy to get those because they snort better and feel better than the white OC10s, but I wish I had known I","Oxycodon"
"leroyjenkins","CHERRYGARCIA","5/26/2017",5,868,"Best Vendor on SR","Oxycodon"
"timmurdock2081","CHERRYGARCIA","5/24/2017",5,2210,"What a nice guy.  I had asked him/her to ship ASAP and whil ehe wasn't able to do it (memorial day weekend) he still shipped that Saturday and wrote a nice note saying \sorry for delay\"".  Nice guy.  Honorable.""","Oxycodon"
"jayweiner79","CHERRYGARCIA","6/18/2017",5,2149,"As advertised.  Recommend CherryGarcia","Oxycodon"
"Coliveshann","CHERRYGARCIA","6/20/2017",5,1964,"3 day shipping! The quality could be better and potency of 1 full one is like half a really one. Overall, can't complain with the price ","Oxycodon"
"wanderer1919","CHERRYGARCIA","6/19/2017",5,455,"Great product, super fast ship, one of the best in the business.","Oxycodon"
"live100","CHERRYGARCIA","5/27/2017",5,2634,"Great first time experience!!!!!","Oxycodon"
"watchout24","CHERRYGARCIA","5/31/2017",5,2374,"Another Successful Order From Mr Cherry!! Thanks Bro Your The Man I'll Be back Real SOON... ","Oxycodon"
"watchout24","CHERRYGARCIA","6/19/2017",5,2106,"Always A Pleasure Doing Business With Cherry.. Order Came Today When I Expected It Sometime This Coming Week Very Nice Sir Thank YOU .. Never A Worry Ordering From CherryGarcia... ","Oxycodon"
"watchout24","CHERRYGARCIA","5/14/2017",3.12,3197,"Once again cherry delivers top quality Product in just a few days always tossing in extra everytime hes the man so trust this vendor he wont let you down","Oxycodon"
"Peterbilt379","CHERRYGARCIA","6/13/2017",5,1996,"What can I say....Cherry is truly the best there is, hands down...great love bro!!","Oxycodon"
"Peterbilt379","CHERRYGARCIA","5/9/2017",5,3126,"CHERRY, you're the BEST!! ","Oxycodon"
"Peterbilt379","CHERRYGARCIA","4/21/2017",5,4380,"Great love to CHERRY....so many extras too!! One of SR 3.1's BEST!!","Oxycodon"
"pf4l","CHERRYGARCIA","5/14/2017",3.12,3065,"ONCE THE BEST!!!","Oxycodon"
"matthewsonia33","CHERRYGARCIA","4/28/2017",5,746,"Cherry's a pro.  A+++++ I love this guy.  Really takes care of his customers in an unbelievable fashion!","Oxycodon"
"phasedog","CHERRYGARCIA","4/12/2017",5,740,"CherryGarcia is the best!! Great products great service. Over the top!!!","Oxycodon"
"jannerlessley","CHERRYGARCIA","5/20/2017",4,395,"Pills look ok but taste awful and don't smoke on foil well","Oxycodon"
"phasedog","CHERRYGARCIA","4/11/2017",5,740,"Cherry is the best! Great seller and excellent product.","Oxycodon"
"asgard3317","CHERRYGARCIA","5/19/2017",5,910,"Great product. Great vendor! I buy exclusively from Cherry Garcia now!","Oxycodon"
"asgard3317","CHERRYGARCIA","4/8/2017",5,827,"Excellent as always!","Oxycodon"
"Goatcheese","CHERRYGARCIA","4/22/2017",5,289,"Order arrived quickly. Great vendor. Hooked me up with double for free.","Oxycodon"
"djmike1","CHERRYGARCIA","5/2/2017",5,618,"great as always! I love this vendor!!","Oxycodon"
"matthewsonia33","CHERRYGARCIA","4/28/2017",5,692,"Cherry's a pro.  A+++++ I love this guy.  Really takes care of his customers in an unbelievable fashion!","Oxycodon"
"djmike1","CHERRYGARCIA","4/27/2017",5,408,"Great vendor! Will defenitely be back! Great product!!","Oxycodon"
"djmike1","CHERRYGARCIA","4/27/2017",5,746,"awesome!!!!","Oxycodon"
"jannerlessley","CHERRYGARCIA","5/28/2017",5,702,"Awesome and they came on time with extras","Oxycodon"
"jannerlessley","CHERRYGARCIA","5/15/2017",4,430,"Great pills but came late. vendor fixed this though so, decent communication. You can trust CHERRYGARCIA, he fixes things and sticks to his word","Oxycodon"
"phasedog","CHERRYGARCIA","5/4/2017",5,645,"Great seller- best prices!","Oxycodon"
"dssd05","CHERRYGARCIA","5/10/2017",4,257,"Pros: arrived in 3 days. discreet shipping. great stealth and time. Extra beans.  Cons: Gelled up in nose. Mediocre quality press.","Oxycodon"
"Membranes","CHERRYGARCIA","4/11/2017",5,667,"great service this vendor won't leave you disappointed ","Oxycodon"
"matthewsonia33","CHERRYGARCIA","5/23/2017",5,404,"CHERRY IS THE BEST SELLER ON HERE, PERIOD!  I could write paragraph after paragraph at how professional, generous, trustworthy this seller is and how great he treats and takes care of his customers.  Each time I buy from him im more impressed than the last","Oxycodon"
"euphoria4life","CHERRYGARCIA","5/7/2017",5,350,"Always good","Oxycodon"
"wilco1am","CHERRYGARCIA","6/15/2017",5,644,"Great service, fast shipping and even extras! Buy with confidance! Thank you again!","Oxycodon"
"euphoria4life","CHERRYGARCIA","5/1/2017",5,382,"Vender is very professinal and fast shipping, I am very happy","Oxycodon"
"timmurdock88","CHERRYGARCIA","5/11/2017",5,2050,"Thank you!  You're the best!","Oxycodon"
"shadowhomer69","CHERRYGARCIA","4/28/2017",5,771,"fast shipping, great quality, thanks!","Oxycodon"
"Bananafishbones","CHERRYGARCIA","4/27/2017",2.5,745,"As always, a flawless experience and order from Cherry. Thanks for always being trustworthy man. 5/5 all around, I'd rate higher if I could.","Oxycodon"
"Bananafishbones","CHERRYGARCIA","4/13/2017",2.5,1382,"Cherry gets an absolutely perfect score! His product is always at the highst quality, he's very friendly and great to work with, and he always hooks me up heavily. One of the best vendors on this site, you can't go wrong with Cherry! Thanks man","Oxycodon"
"matthewsonia33","CHERRYGARCIA","5/9/2017",5,567,"CHERRY IS THE BEST SELLER ON HERE, PERIOD!  I could write paragraph after paragraph at how professional, generous, trustworthy this seller is and how great he treats and takes care of his customers.  Each time I buy from him im more impressed than the last","Oxycodon"
"matthewsonia33","CHERRYGARCIA","4/28/2017",5,682,"Order from CHERRY!  Totally reliable, amazing deals, amazing product.   Repeat customer here.  I highly recommend!","Oxycodon"
"wubbalubbadubdub","CHERRYGARCIA","5/12/2017",5,1046,"Cherry bomb explodes in my brain, two day shipping, the product/deals are insane! This guy is a true angel through and through.","Oxycodon"
"Battleship1","CHERRYGARCIA","5/10/2017",5,52,"Great to do business with ","Oxycodon"
"ShooooooopStar7","CHERRYGARCIA","4/26/2017",5,69,"Great Vendor! Great Product! Completely Tustworthy!.","Oxycodon"
"Charlie","CHERRYGARCIA","6/13/2017",-5,314,"SCAMMER!!!! STAY AWAY!","Oxycodon"
"Charlie","CHERRYGARCIA","5/28/2017",-5,326,"SCAMMER!!! SCAMMER!!!","Oxycodon"
"thekinderone","CHERRYGARCIA","4/16/2017",5,761,"best vendor on SR3.1, first vendor i habe purchased from and still coming back to this day highly recommended!","Oxycodon"
"Charlie","CHERRYGARCIA","5/14/2017",-5,464,"SCAMMER!!! DO NOT BUY!!!","Oxycodon"
"Charlie","CHERRYGARCIA","5/7/2017",-5,350,"SCAMMER ALERT!!","Oxycodon"
"wubbalubbadubdub","CHERRYGARCIA","4/20/2017",5,659,"Cherry never disappoints!  He has done me good from the very beginning.  Three hundred cheers for Cherry!","Oxycodon"
"mcak477","CHERRYGARCIA","5/26/2017",5,424,"Cherry is the absolute best vendor on Silk Road and the only vendor I will do business with. Always a pleasure doing business with you. ","Oxycodon"
"mcak477","CHERRYGARCIA","5/21/2017",5,573,"Always a pleasure to do business with Cherry. Has never let me down.","Oxycodon"
"Googleman","CHERRYGARCIA","5/9/2017",4,175,"4/5. Order was received. Product was good. Offer was not true. I bought 3 and only got 3. Not one free.","Oxycodon"
"mcak477","CHERRYGARCIA","5/11/2017",5,269,"Super fast shipping and excellent product. Will be doing more business with Cherry in the future. Thanks so much.","Oxycodon"
"watchout24","CHERRYGARCIA","4/20/2017",5,716,"Highly Recommend!! Tossed In A FEW EXTRa My Last Order Vendor Will Not Disappoint.. ","Oxycodon"
"wilco1am","CHERRYGARCIA","5/28/2017",5,1304,"Just recived today, buyer is A+, after being burned happy I found a great seller! Thank you!","Oxycodon"
"honre1","CHERRYGARCIA","5/8/2017",5,602,"CG is by far the best most trustworthy vendor still around, always perfect.. Thank you CG for being honest, hardworking, informative, and following through every single time.","Oxycodon"
"watchout24","CHERRYGARCIA","4/16/2017",5,761,"Great Vendor Great Product... Recomend Buying From Vendor If Your Looking For Quality","Oxycodon"
"danny41499","CHERRYGARCIA","5/18/2017",5,199,"Had issue on my part and cherry took care of it. For the inconvenience he gave me extra. You can definitely trust this guy. ","Oxycodon"
"SkyhighShroomguy","CHERRYGARCIA","6/29/2017",5,331,"Very Fast, and Discreet! Thank you kindly!","Oxycodon"
"artsupplies","CHERRYGARCIA","5/22/2017",5,464,"Him and I had a problem with him switching orders and once i got a hold of him, he made it right and was nothing but a professional and a real nice guy. HE IS SIMPLY THE BEST! 11/10. ","Speed"
"euphoria4life","CHERRYGARCIA","5/23/2017",5,138,"Always happy doing business with CHERRYGARCIA","Speed"
"euphoria4life","CHERRYGARCIA","5/4/2017",5,36,"Good deal","Speed"
"euphoria4life","CHERRYGARCIA","4/27/2017",5,204,"Very Happy","Speed"
"BWCK37","CHERRYGARCIA","6/17/2017",5,176,"Always very, very happy with CherryGarcia!","Speed"
"BWCK37","CHERRYGARCIA","6/5/2017",5,210,"Awesome!","Speed"
"jayweiner79","CHERRYGARCIA","6/19/2017",5,879,"As advertised.  Recommend CherryGarcia","Speed"
"Kat12345","CHERRYGARCIA","5/14/2017",5,181,"Arrived quick and great product, I will order again","Speed"
"Kat12345","CHERRYGARCIA","6/9/2017",5,318,"Was sent reshipment due to lost order. Vendor provided tracking number with the reshipment and provided twice the amount at no extra cost. ","Speed"
"Junta ","CHERRYGARCIA","6/4/2017",5,213,"Excellent vendor ","Speed"
"asgard3317","CHERRYGARCIA","4/13/2017",5,397,"Perfect as always!","Cocaine"
"JTCurry","CHERRYGARCIA","4/22/2017",5,703,"SUPER GREAT GUY! Has been amazing to deal with! I will update once I receive item.","Cocaine"
"unkn0wn","CHERRYGARCIA","4/23/2017",5,73,"Very stealthy, no bullshit","DMT"
"phasedog","CHERRYGARCIA","4/14/2017",5,382,"CherryGarcia is the best!","DMT"
"buysenberg","CHERRYGARCIA","6/10/2017",5,773,"Best vendor you can trust","DMT"
"hercules","CHERRYGARCIA","5/18/2017",-1,259,"No turn up:(","DMT"
"hercules","CHERRYGARCIA","5/17/2017",-1,261,"No turn up:(","DMT"
"thekinderone","CHERRYGARCIA","4/17/2017",5,75,"Oh hell yeah, i will forever love my guy Cherry, through in an Superman just cause, no vendor will top this man. Guarenteed","DMT"
"scuzzybutton","CHERRYGARCIA","6/21/2017",5,414,"excellent! thanks cherry! you dont be disappointed doing business with this fella!","DMT"
"asgard3317","CHERRYGARCIA","5/2/2017",5,375,"Excellent product! Excellent price! Excellent vendor!","Xanax"
"djmike1","CHERRYGARCIA","5/19/2017",3.57,2370,"great as aways","Xanax"
"WundoMorph","CHERRYGARCIA","5/20/2017",5,170,"amazingly fast delivery, this guy knows what he's doing. they came in 2mg non-generic, will be buying again, awesome venfor!","Xanax"
"pf4l","CHERRYGARCIA","5/23/2017",5,683,"AWESOME VENDOR!!!!!!!!","Xanax"
"Dmh73","CHERRYGARCIA","5/26/2017",5,1859,"Another smooth transaction with cherry. Best vendor on SR. .","Xanax"
"jannerlessley","CHERRYGARCIA","6/4/2017",5,2880,"WONDERFUL pills, very strong, got several extra, very very happy, will buy again","Xanax"
"martica401k","CHERRYGARCIA","5/30/2017",5,307,"perfect seller","Xanax"
"jannerlessley","CHERRYGARCIA","6/19/2017",5,2793,"YES! THEY CAME SO FAST! I was worried because he changed his shipping but came even faster and pills are great! Always trust this great seller","Xanax"
"euphoria4life","CHERRYGARCIA","6/4/2017",5,533,"Its always good doing business with you and I plan to for a long time but this order I got this time was a little disappointing on the quanity compared to past orders I have had, but no biggy its still a 5/5","Xanax"
"euphoria4life","CHERRYGARCIA","5/23/2017",5,299,"Always happy doing business with CHERRYGARCIA","Xanax"
"euphoria4life","CHERRYGARCIA","5/22/2017",5,142,"Always happy doing business with CHERRYGARCIA","Xanax"
"buysenberg","CHERRYGARCIA","6/11/2017",-5,422,"Only sent half order, never fixed it ( month later no communication)","Xanax"
"JBWeld","CHERRYGARCIA","4/24/2017",0,434,"Not to good","Xanax"
"Tovarish1","CHERRYGARCIA","5/19/2017",3.57,2384,"Good stuff, I'm very pleased. All I would say is, appearance wise, I wish they look more like the manufacturer's. For the price, can't complain. Thanks Cherry!","Oxycodon"
"fryguy45","CHERRYGARCIA","5/3/2017",5,365,"Always good ! Returning customer!","Xanax"
"leroyjenkins","CHERRYGARCIA","6/23/2017",5,445,"Took longer than usual, but no worries.  Still the best vendor on SR","Xanax"
"Junta ","CHERRYGARCIA","5/31/2017",5,561,"Excellent vendor ","Xanax"
"honre1","CHERRYGARCIA","6/4/2017",5,507,"CG = most trustworthy and best out","Xanax"
"live100","CHERRYGARCIA","5/27/2017",5,581,"Great first time experience.","Xanax"
"WundoMorph","CHERRYGARCIA","5/7/2017",5,15,".Promptly Delivered, Thanks!","Xanax"
"asgard3317","CHERRYGARCIA","5/2/2017",5,2917,"Cherry is the King of Silkroad. Your Bitcoin is always safe with Cherry!","Percocet"
"wubbalubbadubdub","CHERRYGARCIA","4/20/2017",5,37,"You know the score.  Cherry bomb!","Xanax"
"philly59","CHERRYGARCIA","6/10/2017",-5,1309,"sent 2 shit batches now. ","Percocet"
"euphoria4life","CHERRYGARCIA","5/1/2017",5,159,"Great Vender, Very Happy","Xanax"
"euphoria4life","CHERRYGARCIA","5/4/2017",5,178,"Good Quality","Heroin"
"euphoria4life","CHERRYGARCIA","5/1/2017",5,79,"Very Happy Again","Xanax"
"matthewsonia33","CHERRYGARCIA","4/28/2017",5,150,"Thanks for everything you do for your customers, Cherry","4-ACO-DMT"
"euphoria4life","CHERRYGARCIA","5/4/2017",5,179,"Good Quality","Heroin"
"Junta ","CHERRYGARCIA","5/6/2017",5,203,"Mad love for this vendor. Don't even bother with the rest. ","Heroin"
"Cospringer","CHERRYGARCIA","5/26/2017",5,868,"This dude.  This dude is the fucking man. ","Percocet"
"mcbeanz28","clickclick","11/28/2017",0,75,"Fucked me over refused to reship","Weed"
"spookichick","clickclick","12/22/2017",-5,118,"scam","Fentanyl"
"Manuva1","cocacolacrew","6/18/2017",5,1362,"All good, order has arrived today.  Cocacolacrew are tops!  Slight delay with order but everything aok now! Cheers guys.","Cocaine"
"rob","cocacolacrew","6/2/2017",5,58,"I've tried a few different venders looking for the good stuff, this is definitely the best so far, well worth the money, no dusty powder it's nice and chunky. I will definitely buy again ","Cocaine"
"kipperbill","cocacolacrew","6/2/2017",5,750,"great quality, will order again","Cocaine"
"Manuva1","cocacolacrew","6/5/2017",5,669,"Top notch stuff, stealth delivery.  Thanks for the great times! ","Cocaine"
"killakuts69","cocacolacrew","6/24/2017",5,167,"excellent a+++","Cocaine"
"Manuva1","cocacolacrew","6/12/2017",2,80,"1 x 1g has arrived, the other two haven' and I have sent several messages and no response.","MDMA"
"Manuva1","cocacolacrew","6/14/2017",5,84,"Absolutely brilliant, clean pills!","Ecstasy"
"chamith12","cocacolacrew","6/1/2017",5,73,"good pill good price","Ecstasy"
"kipperbill","cocacolacrew","6/1/2017",5,184,"great quality and fast shipping","MDMA"
"geegee27","cocacolacrew","6/21/2017",5,520,"Excellent prduct","Ecstasy"
"geegee27","cocacolacrew","6/9/2017",5,412,"Excellent packaging. Gave me 3 extra. Trusted vendor","Ecstasy"
"TRIH","cocacolacrew","6/16/2017",5,36,"Best MDMA I've ever had, will definitely be back!!","MDMA"
"wubbalubbadubdub","connecto1","4/17/2017",5,345,"Ordered 4/17 in the evening, shipped the next day.  Will update upon reception!!!Received 4/29, with a little extra, have yet to try but sure connecto is legit and very satisfied.","Methadone"
"AL666","connecto1","5/19/2017",5,149,"perfectl!! goodcomunication,verry fast and good product,good stealth! will order again!","Heroin"
"winston1666","connecto1","4/6/2017",5,250,"You really cant go wrong for the price!! Quality service and product. Cheers guys!!","Heroin"
"Manesko","connecto1","6/13/2017",5,67,"Good","Heroin"
"Doudoune","connecto1","6/9/2017",-5,101,"Very bad contact, seller in bad faith, more than a month waiting for nothing. --- AAA. BE MISLEADING","Heroin"
"frontst","connecto1","6/14/2017",5,77,"I love this guy!!!! Ill be back soon!! Thanks buddy","Heroin"
